"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"511","IV",465055,465455,401,"*",4.77011956846234,4.7392473433363,4.80034497605344,-0.0610976327171349,0.914605785662723,0.974955749676301,"98","YDR010C",465051,465383,"-","overlapStart",128,4,"NearestLocation","YDR010C"
"512","XIII",158946,159346,401,"*",3.71315623460634,3.74466467741899,3.68094425392402,0.063720423494972,0.915132884720806,0.974955749676301,"498","YML058W",159383,159697,"+","upstream",-237,37,"NearestLocation","SML1"
"513","XV",274409,274809,401,"*",4.11653254759584,4.08765276461653,4.14484554414978,-0.0571927795332448,0.915704295276084,0.974955749676301,"606","tS(GCU)O",274673,274773,"+","includeFeature",-64,36,"NearestLocation","tS(GCU)O"
"514","XII",818792,819192,401,"*",4.05812061792124,4.08712242610819,4.02852381899783,0.0585986071103575,0.917586045991724,0.975047403079268,"470","YLR344W",819312,820142,"+","upstream",-320,120,"NearestLocation","RPL26A"
"515","XVI",297023,297423,401,"*",4.34371837904641,4.31080850694259,4.37589424398713,-0.0650857370445364,0.920327161764604,0.97605009538707,"671","YPL135W",297553,298050,"+","upstream",-330,130,"NearestLocation","ISU1"
"516","XII",83976,84376,401,"*",4.42982967302015,4.44951568265819,4.40987132136062,0.0396443612975776,0.927678803278618,0.981929025692572,"434","YLL028W",84804,86564,"+","upstream",-628,428,"NearestLocation","TPO1"
"517","V",461800,462200,401,"*",4.72553762406636,4.74500091204727,4.70580816335421,0.0391927486930577,0.930900768163076,0.983422406833755,"227","YER145C",460526,461740,"-","upstream",-260,60,"NearestLocation","FTR1"
"518","IV",1013694,1014094,401,"*",4.08716709823595,4.1046049897138,4.06951585308185,0.0350891366319557,0.935573121742795,0.984978238782944,"127","YDR276C",1013476,1013643,"-","upstream",-251,51,"NearestLocation","PMP3"
"519","XVI",653767,654167,401,"*",3.88653722071361,3.9056276454543,3.86719079105831,0.0384368543959837,0.936001420279925,0.984978238782944,"692","YPR043W",654166,654847,"+","overlapStart",-199,1,"NearestLocation","RPL43A"
"520","XI",385142,385542,401,"*",4.3564837709533,4.33389818133137,4.37872122319623,-0.0448230418648601,0.938395234442268,0.985587257837817,"415","YKL028W",385758,387206,"+","upstream",-416,216,"NearestLocation","TFA1"
"521","XIII",225388,225788,401,"*",4.49860387925795,4.47743294065283,4.5194686310536,-0.0420356904007724,0.943811931157055,0.989362700035291,"504","YML025C",224406,225365,"-","upstream",-223,23,"NearestLocation","YML6"
"522","XII",658158,658558,401,"*",4.85084036743137,4.83882622839115,4.86275528364459,-0.0239290552534346,0.950979950001424,0.994955901446577,"458","YLR257W",658826,659791,"+","upstream",-468,268,"NearestLocation","YLR257W"
"523","XVI",257020,257420,401,"*",3.88215887999098,3.8539433444757,3.90983315836308,-0.0558898138873869,0.955239835565105,0.9955162552432,"668","YPL156C",255913,256767,"-","upstream",-453,253,"NearestLocation","PRM4"
"524","XIII",302693,303093,401,"*",4.12908214648516,4.14918586345182,4.10869432391823,0.0404915395335932,0.964180252709656,0.9955162552432,"510","YMR015C",300869,302485,"-","upstream",-408,208,"NearestLocation","ERG5"
"525","XIV",138009,138409,401,"*",3.73659450489949,3.74466467741899,3.72847893524678,0.0161857421722127,0.966233493367491,0.9955162552432,"554","YNL268W",138550,140385,"+","upstream",-341,141,"NearestLocation","LYP1"
"526","II",378714,379114,401,"*",4.63723359109138,4.64500698700912,4.62941808428063,0.0155889027284912,0.966282259221461,0.9955162552432,"37","YBR069C",376574,378433,"-","upstream",-481,281,"NearestLocation","TAT1"
"527","IV",550923,551323,401,"*",5.15198404905218,5.13997018821111,5.16389869164245,-0.0239285034313417,0.969483010942787,0.9955162552432,"107","YDR046C",548762,550576,"-","upstream",-547,347,"NearestLocation","BAP3"
"528","XV",836638,837038,401,"*",4.73343153222621,4.7392473433363,4.72759218141679,0.0116551619195091,0.971834178339254,0.9955162552432,"637","YOR273C",834452,836431,"-","upstream",-407,207,"NearestLocation","TPO4"
"529","XIV",355354,355754,401,"*",5.01735928140892,5.02310058288101,5.01159504072483,0.0115055421561818,0.97273791325896,0.9955162552432,"565","YNL144C",352820,355042,"-","upstream",-512,312,"NearestLocation","YNL144C"
"530","XVI",822087,822487,401,"*",4.80517797917531,4.81166943702963,4.79865718070569,0.0130122563239352,0.975213203691786,0.9955162552432,"700","YPR145W",822620,824338,"+","upstream",-333,133,"NearestLocation","ASN1"
"531","X",223944,224344,401,"*",3.92994465201486,3.94673476067306,3.91295683662346,0.033777924049605,0.975278328446231,0.9955162552432,"362","YJL105W",225055,226737,"+","upstream",-911,711,"NearestLocation","SET4"
"532","IV",909386,909786,401,"*",3.87034033894867,3.87508556204404,3.86557945664018,0.00950610540386432,0.9771632980727,0.9955162552432,"121","YDR222W",910054,911301,"+","upstream",-468,268,"NearestLocation","YDR222W"
"533","XII",728304,728704,401,"*",5.05807868045844,5.06483235697323,5.05129323925486,0.0135391177183655,0.977902493984347,0.9955162552432,"463","YLR300W",728955,730301,"+","upstream",-451,251,"NearestLocation","EXG1"
"534","XIV",559217,559617,401,"*",5.09235568150345,5.09615377642266,5.08854756117315,0.00760621524951155,0.978557808129672,0.9955162552432,"576","YNL036W",559814,560479,"+","upstream",-397,197,"NearestLocation","NCE103"
"535","VI",223778,224178,401,"*",4.06903917382411,4.06996229038319,4.0681154662255,0.00184682415768389,0.979275199723065,0.9955162552432,"247","YFR032C-B",223710,223973,"-","overlapStart",-5,68,"NearestLocation","YFR032C-B"
"536","X",639332,639732,401,"*",4.85909779474954,4.8489218855674,4.86920243156507,-0.0202805459976672,0.982801764004108,0.9955162552432,"377","YJR115W",639942,640451,"+","upstream",-410,210,"NearestLocation","YJR115W"
"537","V",123153,123553,401,"*",5.00224979145198,4.99468756731463,5.0097725830246,-0.0150850157099729,0.982912133332492,0.9955162552432,"194","YEL017W",123657,124670,"+","upstream",-304,104,"NearestLocation","GTT3"
"538","XIII",388251,388651,401,"*",4.75669054572633,4.76212521232268,4.75123532917484,0.0108898831478372,0.98511384570558,0.9955162552432,"516","YMR056C",387315,388244,"-","upstream",-207,7,"NearestLocation","AAC1"
"539","VII",774263,774663,401,"*",4.68402837657196,4.68710592019568,4.68094425392402,0.00616166627166326,0.985214848174573,0.9955162552432,"303","tA(AGC)G",774349,774421,"+","includeFeature",114,86,"NearestLocation","tA(AGC)G"
"540","XIII",886420,886820,401,"*",3.67693138442209,3.67474873466468,3.67911073704168,-0.00436200237699724,0.986733099387259,0.9955162552432,"540","YMR306C-A",886183,886572,"-","overlapStart",-48,152,"NearestLocation","YMR306C-A"
"541","II",164082,164482,401,"*",4.21113028502047,4.20771367340853,4.21453882447538,-0.00682515106684889,0.989256166532416,0.9955162552432,"24","YBL030C",163041,163997,"-","upstream",-285,85,"NearestLocation","PET9"
"542","XI",589790,590190,401,"*",3.90102092571836,3.89531668421765,3.90670270213396,-0.0113860179163163,0.991161620885264,0.9955162552432,"424","YKR080W",590395,591357,"+","upstream",-405,205,"NearestLocation","MTD1"
"543","XII",828205,828605,401,"*",4.33695848677566,4.32579312166031,4.34803810363735,-0.0222449819770363,0.991715030319941,0.9955162552432,"471","YLR350W",828730,829380,"+","upstream",-325,125,"NearestLocation","ORM2"
"544","IV",1080368,1080768,401,"*",4.18220032190218,4.18299139278408,4.18140881701554,0.00158257576853416,0.991849528704551,0.9955162552432,"130","YDR309C",1079048,1080199,"-","upstream",-369,169,"NearestLocation","GIC2"
"545","XIII",797928,798328,401,"*",4.43671173328068,4.43576844488849,4.43765440531835,-0.00188596042986333,0.994151155391612,0.995985382615582,"535","YMR265C",796540,797925,"-","upstream",-203,3,"NearestLocation","YMR265C"
"546","XVI",404209,404609,401,"*",3.94794168083617,3.94614999495996,3.94973114437373,-0.00358114941376986,0.999360146319057,0.999360146319057,"675","YPL082C",398480,404083,"-","upstream",-326,126,"NearestLocation","MOT1"
"547","V",264235,264635,401,"*",3.22304565501751,1.2160228866974,4.03140104484887,-2.81537815815148,0.00825458397061761,1,"205","YER054C",262052,263698,"-","upstream",-737,537,"NearestLocation","GIP2"
"548","XVI",129746,130146,401,"*",3.05280994930779,0.661928712191832,3.90826877933253,-3.2463400671407,0.00969900465753837,1,"663","YPL222W",130162,132228,"+","upstream",-216,16,"NearestLocation","FMP40"
"549","XIV",274029,274429,401,"*",2.98808979889122,0.756106087815758,3.82573774814376,-3.06963166032801,0.0126999050711304,1,"557","YNL193W",274368,276044,"+","overlapStart",-139,61,"NearestLocation","YNL193W"
"550","IX",338608,339008,401,"*",3.63988294218588,4.29612559055469,2.40211161069777,1.89401397985692,0.0215260122073382,1,"175","YIL009W",339344,341428,"+","upstream",-536,336,"NearestLocation","FAA3"
"551","V",279293,279693,401,"*",2.85121337594037,0.661928712191832,3.68369016749137,-3.02176145529954,0.0229535261714135,1,"208","YER061C",278298,279626,"-","overlapStart",133,67,"NearestLocation","CEM1"
"552","XIII",600944,601344,401,"*",3.63289216939676,2.53795098158476,4.24816229888802,-1.71021131730326,0.0319224589949337,1,"526","YMR169C",599352,600872,"-","upstream",-272,72,"NearestLocation","ALD3"
"553","MT",43320,43720,401,"*",3.08138500501563,3.78989576734576,1.6308416151072,2.15905415223856,0.0319430267854643,1,"183","Q0130",46723,46953,"+","upstream",-3203,3003,"NearestLocation","OLI1"
"554","XVI",551776,552176,401,"*",3.21893121555561,1.84451060053657,3.90983315836308,-2.06532255782651,0.0348539788726557,1,"686","YPL003W",552020,553408,"+","overlapStart",-44,156,"NearestLocation","ULA1"
"555","XV",383066,383466,401,"*",2.88438820537662,1.51119127570151,3.57499761580467,-2.06380634010316,0.0641301490269901,1,"612","YOR028C",383533,384420,"-","downstream",1154,67,"NearestLocation","CIN5"
"556","V",80053,80453,401,"*",3.46449882263877,2.51119127570151,4.03355520481077,-1.52236392910926,0.0755990882017704,1,"190","YEL038W",80462,81145,"+","upstream",-209,9,"NearestLocation","UTR4"
"557","XVI",921128,921528,401,"*",3.40279090237746,2.51119127570151,3.94973114437373,-1.43853986867222,0.0971471694395276,1,"706","YPR192W",921860,922777,"+","upstream",-532,332,"NearestLocation","AQY1"
"558","VII",753922,754322,401,"*",3.46928369664668,2.63883960688677,3.99299005399583,-1.35415044710906,0.109294846305706,1,"300","YGR130C",751394,753844,"-","upstream",-278,78,"NearestLocation","YGR130C"
"559","XIV",491133,491533,401,"*",3.47410510552113,2.66335249822338,3.99003511508351,-1.32668261686014,0.110783863486773,1,"571","YNL071W",491523,492971,"+","overlapStart",-190,10,"NearestLocation","LAT1"
"560","V",409225,409625,401,"*",3.1025645731734,3.67545450533469,2.13818771741252,1.53726678792218,0.115259109384912,1,"221","YER124C",407342,409063,"-","upstream",-362,162,"NearestLocation","DSE1"
"561","X",268434,268834,401,"*",3.62642303289318,2.9062290654127,4.1046019015579,-1.1983728361452,0.123117800346182,1,"364","YJL088W",268799,269815,"+","overlapStart",-165,35,"NearestLocation","ARG3"
"562","XII",871348,871748,401,"*",3.44048620565694,2.63883960688677,3.95276970999456,-1.31393010310779,0.1245862838998,1,"475","YLR373C",868662,871367,"-","overlapStart",-181,19,"NearestLocation","VID22"
"563","XV",168091,168491,401,"*",3.53754789148813,4.01387764863963,2.82158833963826,1.19228930900137,0.129990923277657,1,"600","YOL082W",168727,169974,"+","upstream",-436,236,"NearestLocation","ATG19"
"564","VII",951312,951712,401,"*",3.24650516834781,2.40060268105853,3.77621352886647,-1.37561084780794,0.131300132286279,1,"314","YGR230W",951894,952307,"+","upstream",-382,182,"NearestLocation","BNS1"
"565","XI",219920,220320,401,"*",3.32076901550278,3.83311937058887,2.518956200388,1.31416317020087,0.131950470592404,1,"400","YKL117W",220324,220974,"+","upstream",-204,4,"NearestLocation","SBA1"
"566","IV",1233686,1234086,401,"*",3.49538373087663,2.73313180414927,3.99151334108057,-1.25838153693131,0.139879055680281,1,"138","YDR380W",1234218,1236125,"+","upstream",-332,132,"NearestLocation","ARO10"
"567","IV",884314,884714,401,"*",3.05184898599909,3.60201382543684,2.1514727870756,1.45054103836124,0.151645181729859,1,"119","tI(UAU)D",884361,884493,"+","includeFeature",153,47,"NearestLocation","tI(UAU)D"
"568","XIV",104648,105048,401,"*",2.92132011074403,3.48473137322384,1.98410701805613,1.50062435516771,0.16072073087701,1,"552","tT(AGU)N1",104805,104877,"+","includeFeature",43,157,"NearestLocation","tT(AGU)N1"
"569","I",143488,143888,401,"*",2.98666289056522,3.51119127570151,2.1541151835604,1.3570760921411,0.205144856827963,1,"8","YAL002W",143707,147531,"+","overlapStart",-19,181,"NearestLocation","VPS8"
"570","IV",302707,303107,401,"*",3.33219265226486,2.68745583900781,3.77621352886647,-1.08875768985866,0.208196579173947,1,"88","YDL085C-A",302464,302670,"-","upstream",-237,37,"NearestLocation","YDL085C-A"
"571","IV",1087108,1087508,401,"*",2.95030317893896,2.14816930342811,3.4627826311139,-1.31461332768578,0.215075776587092,1,"131","YDR312W",1087581,1088942,"+","upstream",-273,73,"NearestLocation","SSF2"
"572","XIV",59847,60247,401,"*",3.47400039954238,2.84325490193864,3.91139584290443,-1.0681409409658,0.218315970484338,1,"546","YNL304W",60297,61550,"+","upstream",-250,50,"NearestLocation","YPT11"
"573","IX",336072,336472,401,"*",3.53366030766545,3.92603108925807,2.99299005399583,0.933041035262236,0.234950804097932,1,"174","tD(GUC)I2",336349,336420,"-","includeFeature",148,52,"NearestLocation","tD(GUC)I2"
"574","XII",837483,837883,401,"*",3.54118521519249,3.93671445470469,2.99446525692364,0.942249197781046,0.240592370804679,1,"473","YLR354C",836350,837357,"-","upstream",-326,126,"NearestLocation","TAL1"
"575","XIV",568045,568445,401,"*",3.52738792024758,3.91646260483849,2.99299005399583,0.923472550842655,0.241710099313129,1,"577","tP(UGG)N2",568115,568217,"+","includeFeature",130,70,"NearestLocation","tP(UGG)N2"
"576","VIII",17411,17811,401,"*",3.54476607777682,3.94673476067306,2.98559132751494,0.961143433158121,0.249027057162137,1,"325","YHL041W",17392,17841,"+","inside",219,19,"NearestLocation","YHL041W"
"577","VII",993812,994212,401,"*",2.94158404050873,2.24878928220952,3.4076585167279,-1.15886923451838,0.252724417301547,1,"318","YGR250C",991176,993521,"-","upstream",-491,291,"NearestLocation","YGR250C"
"578","XV",1009671,1010071,401,"*",3.43531970773221,2.9062290654127,3.82158833963826,-0.915359274225557,0.266991725861124,1,"651","YOR357C",1009224,1009712,"-","overlapStart",-159,41,"NearestLocation","SNX3"
"579","VII",94734,95134,401,"*",3.53977302239981,3.04219248803592,3.9090511808886,-0.866858692852679,0.268544942730512,1,"255","YGL209W",95858,97006,"+","upstream",-924,724,"NearestLocation","MIG2"
"580","XIV",275935,276335,401,"*",3.48394676894193,2.96656896938946,3.86396632052318,-0.897397351133722,0.271756427857498,1,"558","YNL192W",276502,279897,"+","upstream",-367,167,"NearestLocation","CHS1"
"581","XI",362138,362538,401,"*",3.21784370588885,2.63883960688677,3.62989275064228,-0.991053143755507,0.280911696777501,1,"411","YKL039W",362622,364193,"+","upstream",-284,84,"NearestLocation","PTM1"
"582","IV",1289030,1289430,401,"*",3.20954500320795,2.61390300636579,3.62989275064228,-1.01598974427649,0.281458788276058,1,"142","YDR409W",1289406,1292120,"+","overlapStart",-176,24,"NearestLocation","SIZ1"
"583","VII",115470,115870,401,"*",3.54694520086559,3.9062290654127,3.06741476272247,0.83881430269023,0.281495210990385,1,"257","tK(UUU)G1",115488,115583,"+","includeFeature",182,18,"NearestLocation","tK(UUU)G1"
"584","XV",461577,461977,401,"*",3.54498554500636,3.05968411743955,3.90748595323464,-0.847801835795094,0.303634976596173,1,"617","YOR072W-A",461791,462039,"+","overlapStart",-14,62,"NearestLocation","YOR072W-A"
"585","IV",20062,20462,401,"*",3.50302311476964,3.87508556204404,3.00035103031634,0.874734531727702,0.309775168807509,1,"78","YDL241W",20635,21006,"+","upstream",-373,173,"NearestLocation","YDL241W"
"586","XII",830554,830954,401,"*",2.91924534079284,3.35618400963647,2.28945710667007,1.0667269029664,0.311177844165786,1,"472","YLR352W",831116,833539,"+","upstream",-362,162,"NearestLocation","YLR352W"
"587","VII",584208,584608,401,"*",3.18414412554172,2.63883960688677,3.57893619092129,-0.940096584034523,0.314930136933417,1,"286","YGR045C",583934,584296,"-","overlapStart",-112,88,"NearestLocation","YGR045C"
"588","XVI",581956,582356,401,"*",3.46469628285677,3.82291212883295,2.98707411141893,0.835838017414016,0.318937504777056,1,"687","tK(CUU)P",582062,582134,"+","includeFeature",94,106,"NearestLocation","tK(CUU)P"
"589","II",235956,236356,401,"*",3.23824365606126,3.61463917179751,2.72759218141679,0.887046990380721,0.319572056079239,1,"29","YBL002W",236492,236887,"+","upstream",-336,136,"NearestLocation","HTB2"
"590","IX",77468,77868,401,"*",2.85694153541773,2.24878928220952,3.28343561120474,-1.03464632899522,0.320754100266098,1,"159","YIL145C",76354,77283,"-","upstream",-385,185,"NearestLocation","PAN6"
"591","IV",407408,407808,401,"*",3.36771788594699,2.88554160756316,3.72847893524678,-0.842937327683624,0.324648682126862,1,"96","YDL025C",405344,407206,"-","upstream",-402,202,"NearestLocation","RTK1"
"592","VII",366055,366455,401,"*",3.3391759173051,3.7228722082624,2.81492436223375,0.907947846028649,0.3294065957949,1,"265","snR39B",366374,366469,"-","overlapEnd",214,14,"NearestLocation","snR39B"
"593","XIV",578733,579133,401,"*",3.25009553999793,2.73313180414927,3.62989275064228,-0.896760946493011,0.336565837347856,1,"580","YNL029C",577205,578773,"-","overlapStart",-160,40,"NearestLocation","KTR5"
"594","XI",143166,143566,401,"*",3.53820661210016,3.11404861617396,3.86557945664018,-0.751530840466222,0.337408542645255,1,"392","YKL164C",141794,142819,"-","upstream",-547,347,"NearestLocation","PIR1"
"595","XIII",192117,192517,401,"*",2.63354379148919,2.00431451497202,3.07021553709489,-1.06590102212287,0.347029291832227,1,"500","YML042W",192788,194800,"+","upstream",-471,271,"NearestLocation","CAT2"
"596","IV",1150572,1150972,401,"*",3.2243500134651,3.58927701569318,2.73467099756348,0.854606018129697,0.350124170955549,1,"132","tX(XXX)D",1150842,1150941,"-","includeFeature",169,31,"NearestLocation","tX(XXX)D"
"597","XII",388604,389004,401,"*",3.59741011641992,3.19935632577727,3.9090511808886,-0.709694855111331,0.354092959678782,1,"442","YLR120W-A",388672,388773,"+","includeFeature",132,68,"NearestLocation","YLR120W-A"
"598","V",546460,546860,401,"*",3.03737209304995,2.53795098158476,3.4076585167279,-0.869707535143138,0.367025382357937,1,"233","YER178W",546817,548079,"+","overlapStart",-157,43,"NearestLocation","PDA1"
"599","IV",1156161,1156561,401,"*",3.22351898200131,2.75610608781576,3.57598326807599,-0.819877180260234,0.371504758377086,1,"133","YDR342C",1154216,1155928,"-","upstream",-433,233,"NearestLocation","HXT7"
"600","XV",1018765,1019165,401,"*",2.76702186095574,2.24878928220952,3.14750009562795,-0.898710813418438,0.404152008631426,1,"652","YOR362C",1017880,1018746,"-","upstream",-219,19,"NearestLocation","PRE10"
"601","XV",606193,606593,401,"*",3.46682879458749,3.07803418270312,3.77277892294799,-0.694744740244865,0.406472259766674,1,"625","YOR147W",606607,608475,"+","upstream",-214,14,"NearestLocation","MDM32"
"602","XII",1018893,1019293,401,"*",3.62580339269718,3.9062290654127,3.27738887795255,0.628840187460159,0.406943804977092,1,"484","YLR441C",1018141,1018908,"-","overlapStart",-185,15,"NearestLocation","RPS1A"
"603","XI",338995,339395,401,"*",3.3132158858727,3.62715498875708,2.91139584290443,0.715759145852644,0.413492490348991,1,"409","YKL053C-A",339182,339442,"-","overlapEnd",247,47,"NearestLocation","MDM35"
"604","VIII",55548,55948,401,"*",3.55573270606189,3.83311937058887,3.21200490778798,0.62111446280089,0.418711667006121,1,"329","YHL025W",54851,55849,"+","overlapEnd",897,99,"NearestLocation","SNF6"
"605","XVI",6620,7020,401,"*",2.76861894716825,3.13172420937313,2.28222829033716,0.849495919035971,0.424944285915618,1,"654","YPL283C",280,6007,"-","upstream",-813,613,"NearestLocation","YRF1-7"
"606","XII",585970,586370,401,"*",3.06329022273413,2.61390300636579,3.40544231288262,-0.791539306516829,0.425182980948319,1,"452","YLR224W",586464,587573,"+","upstream",-294,94,"NearestLocation","YLR224W"
"607","XII",450180,450580,401,"*",3.34797500604015,3.68815542212152,2.90199424456187,0.786161177559648,0.427714058623593,1,"446","tQ(UUG)L",448650,448721,"-","upstream",-1659,1459,"NearestLocation","tQ(UUG)L"
"608","VII",914801,915201,401,"*",3.5440905829327,3.81134838832105,3.21580411582835,0.595544272492698,0.441218380261337,1,"312","YGR211W",915241,916701,"+","upstream",-240,40,"NearestLocation","ZPR1"
"609","IV",385986,386386,401,"*",3.60100998752707,3.86517196706605,3.27738887795255,0.587783089113502,0.448117651481899,1,"95","YDL037C",384601,385587,"-","upstream",-599,399,"NearestLocation","BSC1"
"610","XI",533512,533912,401,"*",3.13820408786689,2.70978573664746,3.46810152532128,-0.758315788673817,0.454691632779999,1,"421","YKR052C",532550,533464,"-","upstream",-248,48,"NearestLocation","MRS4"
"611","XIV",57595,57995,401,"*",3.02634406788349,3.34106858853691,2.62323316773038,0.717835420806539,0.463457545726571,1,"545","YNL307C",56446,57573,"-","upstream",-222,22,"NearestLocation","MCK1"
"612","V",86323,86723,401,"*",3.3886054938401,3.65114811437313,3.06741476272247,0.583733351650654,0.478925748821839,1,"192","tS(AGA)E",86604,86685,"+","includeFeature",-81,38,"NearestLocation","tS(AGA)E"
"613","VI",204715,205115,401,"*",3.44816799913408,3.69866398990234,3.14484554414978,0.553818445752566,0.488690938594701,1,"245","YFR025C",203743,204750,"-","overlapStart",-165,35,"NearestLocation","HIS2"
"614","IV",1459413,1459813,401,"*",3.56657735579531,3.26395938484624,3.81659324458951,-0.552633859743269,0.497184411609794,1,"152","YDR505C",1456695,1459220,"-","upstream",-393,193,"NearestLocation","PSP1"
"615","XIII",196058,196458,401,"*",2.99827758185428,3.29566661891836,2.62323316773038,0.672433451187987,0.49830209156704,1,"501","tP(UGG)M",196068,196170,"-","includeFeature",-88,10,"NearestLocation","SUF7"
"616","V",13198,13598,401,"*",3.1203840513832,2.75610608781576,3.41097645222772,-0.654870364411959,0.501305334913975,1,"186","YEL072W",13720,14415,"+","upstream",-322,122,"NearestLocation","RMD6"
"617","XIII",362809,363209,401,"*",3.50317704312287,3.74533706833093,3.21200490778798,0.533332160542949,0.504367953736532,1,"515","tH(GUG)M",363064,363135,"+","includeFeature",-55,74,"NearestLocation","tH(GUG)M"
"618","XII",65237,65637,401,"*",3.30935711355537,2.98499594829223,3.57401128967324,-0.589015341381012,0.504481689168177,1,"433","YLL039C",64062,65207,"-","upstream",-230,30,"NearestLocation","UBI4"
"619","XI",173842,174242,401,"*",2.48284413046356,2.04219248803592,2.81992522884852,-0.777732740812598,0.505434988698158,1,"397","YKL145W",174213,175616,"+","overlapStart",-171,29,"NearestLocation","RPT1"
"620","III",127651,128051,401,"*",3.37426246843838,3.62715498875708,3.06741476272247,0.559740226034604,0.512679550093236,1,"67","tN(GUU)C",127716,127789,"+","includeFeature",135,65,"NearestLocation","tN(GUU)C"
"621","XIV",708164,708564,401,"*",3.36738807403017,3.61463917179751,3.06881582956859,0.545823342228922,0.517237537472653,1,"585","YNR047W",708523,711204,"+","overlapStart",-159,41,"NearestLocation","FPK1"
"622","IV",1450801,1451201,401,"*",3.60358925339509,3.82227494592762,3.34572831990528,0.476546626022345,0.522335106082294,1,"151","YDR500C",1450198,1450853,"-","overlapStart",-148,52,"NearestLocation","RPL37B"
"623","IV",1195081,1195481,401,"*",3.53456176147803,3.24784055970854,3.77363834129951,-0.525797781590965,0.522483742014862,1,"137","YDR359C",1191936,1194884,"-","upstream",-397,197,"NearestLocation","EAF1"
"624","VI",251828,252228,401,"*",3.05818345367798,3.32579312166031,2.7293651443675,0.596427977292813,0.526399091888664,1,"249","YFR051C",250163,251803,"-","upstream",-225,25,"NearestLocation","RET2"
"625","XIII",219785,220185,401,"*",3.38644329089986,3.09615377642266,3.62799314744543,-0.53183937102277,0.527068138730057,1,"502","YML028W",220138,220728,"+","overlapStart",-153,47,"NearestLocation","TSA1"
"626","VII",823448,823848,401,"*",3.21747778398888,3.47091070362991,2.90983315836308,0.56107754526683,0.531199066808491,1,"307","tV(AAC)G2",823482,823555,"+","includeFeature",166,34,"NearestLocation","tV(AAC)G2"
"627","VIII",292923,293323,401,"*",3.60931550729333,3.83375178293067,3.34341483223219,0.490336950698482,0.536094431468916,1,"340","YHR095W",292943,293437,"+","overlapStart",180,20,"NearestLocation","YHR095W"
"628","VII",756482,756882,401,"*",3.27835730979538,2.98499594829223,3.52202805777935,-0.537032109487124,0.545798817939129,1,"301","YGR133W",756896,757447,"+","upstream",-214,14,"NearestLocation","PEX4"
"629","VII",894232,894632,401,"*",3.46068636010198,3.19935632577727,3.68186013927571,-0.482503813498436,0.553175899919725,1,"310","YGR198W",894693,897146,"+","upstream",-261,61,"NearestLocation","YPP1"
"630","XI",248172,248572,401,"*",3.56988020756145,3.32669195805887,3.77792777041317,-0.451235812354303,0.553534559171143,1,"402","YKL102C",248062,248367,"-","overlapStart",-5,110,"NearestLocation","YKL102C"
"631","VII",560079,560479,401,"*",3.50756714270413,3.24784055970854,3.72759218141679,-0.47975162170825,0.563013657911758,1,"284","YGR037C",559731,559994,"-","upstream",-285,85,"NearestLocation","ACB1"
"632","II",356506,356906,401,"*",3.10923692282766,2.82291212883295,3.34803810363735,-0.525125974804404,0.570743550993095,1,"34","YBR058C-A",356324,356566,"-","overlapStart",-140,60,"NearestLocation","TSC3"
"633","I",138984,139384,401,"*",3.44822129893047,3.65114811437313,3.21200490778798,0.439143206585149,0.583309381879868,1,"6","tP(UGG)A",139152,139254,"+","includeFeature",32,130,"NearestLocation","TRN1"
"634","IV",1434350,1434750,401,"*",3.40793794746788,3.14816930342811,3.62799314744543,-0.479823844017321,0.586245464667378,1,"150","YDR490C",1431968,1434268,"-","upstream",-282,82,"NearestLocation","PKH1"
"635","V",194764,195164,401,"*",3.62507997072452,3.39974874658085,3.81992522884852,-0.420176482267673,0.60256063234292,1,"199","YER020W",195168,196517,"+","upstream",-204,4,"NearestLocation","GPA2"
"636","VI",27832,28232,401,"*",2.88293788183069,2.56269825395848,3.14484554414978,-0.582147290191291,0.615158711777463,1,"236","YFL052W",28232,29629,"+","overlapStart",-200,0,"NearestLocation","YFL052W"
"637","V",492128,492528,401,"*",3.36009847859051,3.55037767991957,3.14085453622653,0.409523143693039,0.622492091095434,1,"231","tR(ACG)E",492352,492424,"-","includeFeature",96,104,"NearestLocation","tR(ACG)E"
"638","XIV",96108,96508,401,"*",3.49284103297534,3.67474873466468,3.28464192256932,0.390106812095366,0.623026342050753,1,"551","YNL285W",96173,96544,"+","overlapStart",135,36,"NearestLocation","YNL285W"
"639","XII",605218,605618,401,"*",3.59188952757617,3.75610608781576,3.40655084035942,0.349555247456339,0.637669494574655,1,"453","tI(UAU)L",605300,605432,"-","includeFeature",14,82,"NearestLocation","tI(UAU)L"
"640","IX",388629,389029,401,"*",3.35646810823491,3.53795098158476,3.14882554197559,0.38912543960917,0.653010085221606,1,"179","YIR018C-A",385564,385701,"-","upstream",-3128,2928,"NearestLocation","YIR018C-A"
"641","II",28530,28930,401,"*",3.21877496463557,3.00431451497202,3.40544231288262,-0.401127797910597,0.653279201764784,1,"15","YBL100W-C",28427,28546,"+","overlapEnd",303,16,"NearestLocation","YBL100W-C"
"642","VII",700649,701049,401,"*",3.57857093017684,3.73313180414927,3.40544231288262,0.327689491266646,0.663052178877319,1,"294","tK(UUU)G2",700953,701048,"-","includeFeature",199,1,"NearestLocation","tK(UUU)G2"
