chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end	SPT5_T0_R1.summit	SPT5_T0_R2.summit	SPT5_T15_R1.summit	SPT5_T15_R2.summit
II	718216	718517	Interval_108	1	1	TRUE	FALSE	FALSE	FALSE	4.16121	NA	NA	NA	3.2198	NA	NA	NA	5.23994	NA	NA	NA	718216	NA	NA	NA	718517	NA	NA	NA	121	NA	NA	NA
II	761000	761196	Interval_109	1	1	TRUE	FALSE	FALSE	FALSE	6.47751	NA	NA	NA	7.00667	NA	NA	NA	9.59481	NA	NA	NA	761000	NA	NA	NA	761196	NA	NA	NA	68	NA	NA	NA
II	770614	771163	Interval_110	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.18971	7.22817	NA	NA	5.26366	8.93928	NA	NA	7.50558	12.0809	NA	NA	770614	770744	NA	NA	770814	771163	NA	NA	129	59
II	776183	776461	Interval_111	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.88181	NA	NA	NA	2.8356	NA	NA	NA	4.80715	NA	NA	NA	776183	NA	NA	NA	776461	NA	NA	NA	176
II	792123	792299	Interval_112	1	1	TRUE	FALSE	FALSE	FALSE	3.45209	NA	NA	NA	2.1294	NA	NA	NA	3.92159	NA	NA	NA	792123	NA	NA	NA	792299	NA	NA	NA	134	NA	NA	NA
II	798740	798989	Interval_113	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.01179	NA	NA	NA	2.99177	NA	NA	NA	5.00755	NA	NA	NA	798740	NA	NA	NA	798989	NA	NA	NA	236	NA	NA
III	56	995	Interval_114	3	3	TRUE	TRUE	TRUE	FALSE	4.95658	7.72374	3.46259	NA	8.56608	14.2151	4.21023	NA	11.3599	17.3826	6.30734	NA	407	56	473	NA	995	866	866	NA	188	389	278	NA
III	17004	17232	Interval_115	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.08545	NA	NA	NA	4.88996	NA	NA	NA	7.0883	NA	NA	NA	17004	NA	NA	NA	17232	NA	NA	NA	118	NA
III	27397	27645	Interval_116	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.06836	NA	NA	NA	3.13633	NA	NA	NA	5.09525	NA	NA	NA	27397	NA	NA	NA	27645	NA	NA	NA	210	NA
III	31172	31358	Interval_117	1	1	TRUE	FALSE	FALSE	FALSE	3.53319	NA	NA	NA	2.20485	NA	NA	NA	4.05174	NA	NA	NA	31172	NA	NA	NA	31358	NA	NA	NA	129	NA	NA	NA
III	40777	40953	Interval_118	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.89127	NA	NA	NA	1.4437	NA	NA	NA	3.06454	NA	NA	NA	40777	NA	NA	NA	40953	NA	NA	NA	138
III	48328	48532	Interval_119	2	2	TRUE	FALSE	FALSE	TRUE	3.02456	NA	NA	3.76772	1.66725	NA	NA	2.71453	3.36598	NA	NA	4.63233	48328	NA	NA	48347	48513	NA	NA	48532	89	NA	NA	101
III	50345	50807	Interval_120	4	4	TRUE	TRUE	TRUE	TRUE	4.73447	7.04489	7.08822	7.23458	4.35621	8.4242	10.1166	8.94963	6.53521	11.0833	13.0659	12.0913	50425	50372	50360	50345	50663	50666	50709	50807	103	256	131	284
III	52193	52390	Interval_121	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.38633	NA	NA	NA	2.10556	NA	NA	NA	3.90724	NA	NA	NA	52193	NA	NA	NA	52390	NA	NA	NA	126
III	58742	58914	Interval_122	1	1	TRUE	FALSE	FALSE	FALSE	3.05256	NA	NA	NA	1.61067	NA	NA	NA	3.30481	NA	NA	NA	58742	NA	NA	NA	58914	NA	NA	NA	125	NA	NA	NA
III	68540	68770	Interval_123	2	2	TRUE	TRUE	FALSE	FALSE	6.16957	7.38166	NA	NA	7.07221	9.55418	NA	NA	9.66502	12.3303	NA	NA	68542	68540	NA	NA	68766	68770	NA	NA	104	89	NA	NA
III	77836	78936	Interval_124	4	4	TRUE	TRUE	TRUE	TRUE	8.22229	4.01179	10.6457	7.27839	10.3697	2.99177	16.5073	9.0127	13.3701	5.00755	20.3642	12.1625	78146	78226	77836	78275	78576	78581	78633	78936	244	105	557	110
III	82403	82600	Interval_125	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.70327	NA	NA	NA	3.92038	NA	NA	NA	6.10956	NA	NA	NA	82403	NA	NA	NA	82600	NA	NA	NA	103	NA	NA
III	107161	107327	Interval_126	1	1	TRUE	FALSE	FALSE	FALSE	3.43754	NA	NA	NA	2.1889	NA	NA	NA	3.98474	NA	NA	NA	107161	NA	NA	NA	107327	NA	NA	NA	133	NA	NA	NA
III	122588	124004	Interval_127	6	4	TRUE	TRUE	TRUE	TRUE	4.67444;7.5094	8.91801	4.83994;4.98199	4.93093	4.75043;10.3417	13.8678	5.81914;5.48888	5.02375	6.96439;13.3398	17.0124	8.13681;7.75405	7.37546	122694;123527	123334	122588;123551	122628	122921;124004	123999	122874;123749	123999	135;92	218	139;87	839
III	124861	125484	Interval_128	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.56639	NA	NA	NA	3.77767	NA	NA	NA	5.88511	NA	NA	NA	124861	NA	NA	NA	125484	NA	NA	NA	340	NA	NA
III	127410	127933	Interval_129	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.01474	NA	4.76175	NA	4.73013	NA	4.13459	NA	6.97632	NA	6.36142	NA	127410	NA	127645	NA	127933	NA	127908	NA	329	NA	206
III	133340	133619	Interval_130	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.45614	NA	NA	NA	2.83065	NA	NA	NA	4.73443	NA	NA	NA	133340	NA	NA	NA	133619	NA	NA	NA	218	NA
III	137110	137867	Interval_131	4	4	TRUE	TRUE	TRUE	TRUE	7.09351	7.89735	8.55341	7.91337	10.0949	10.3379	13.4043	10.6407	13.0748	13.173	16.8895	14.0005	137110	137122	137130	137126	137744	137867	137473	137587	349	309	170	73
III	163265	164297	Interval_132	5	4	TRUE	TRUE	TRUE	TRUE	5.88865	7.31774	4.06836;4.5769	5.78253	5.93978	8.835	3.13633;3.99637	6.15083	8.39498	11.535	5.09525;6.06936	8.73211	163265	163458	163578;164095	163578	164297	163966	163849;164287	163968	721	292	176;106	96
III	168200	168440	Interval_133	1	1	TRUE	FALSE	FALSE	FALSE	7.28211	NA	NA	NA	8.96454	NA	NA	NA	11.804	NA	NA	NA	168200	NA	NA	NA	168440	NA	NA	NA	91	NA	NA	NA
III	169750	170045	Interval_134	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.43723	NA	NA	NA	2.05403	NA	NA	NA	3.89795	NA	NA	NA	169750	NA	NA	NA	170045	NA	NA	NA	123	NA	NA
III	177007	177230	Interval_135	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.52745	NA	NA	NA	2.14847	NA	NA	NA	4.04247	NA	NA	NA	177007	NA	NA	NA	177230	NA	NA	NA	77	NA	NA
III	178209	179362	Interval_136	3	3	TRUE	TRUE	FALSE	TRUE	7.28211	5.75643	NA	6.349	8.96454	5.78296	NA	6.92465	11.804	8.17419	NA	9.64322	178374	178209	NA	178324	179347	179362	NA	178499	102	219	NA	59
III	223322	223812	Interval_137	1	1	TRUE	FALSE	FALSE	FALSE	4.03583	NA	NA	NA	3.2198	NA	NA	NA	5.22847	NA	NA	NA	223322	NA	NA	NA	223812	NA	NA	NA	443	NA	NA	NA
III	224882	225469	Interval_138	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.68466	NA	3.85502	NA	3.92038	NA	2.80172	NA	6.07881	NA	4.76602	NA	224882	NA	225069	NA	225452	NA	225469	NA	414	NA	37
III	227853	228254	Interval_139	2	2	TRUE	FALSE	FALSE	TRUE	5.26358	NA	NA	5.30066	5.05684	NA	NA	5.25742	7.37209	NA	NA	7.68121	227853	NA	NA	227858	228196	NA	NA	228254	22	NA	NA	143
III	228549	229085	Interval_140	3	3	TRUE	TRUE	FALSE	TRUE	3.18509	4.45901	NA	5.16506	2.58019	3.92038	NA	4.89588	4.47525	6.10445	NA	7.21483	228549	228629	NA	228630	228737	228992	NA	229085	84	152	NA	362
III	236317	236998	Interval_141	3	3	TRUE	TRUE	TRUE	FALSE	4.14469	4.41831	4.37155	NA	3.2198	3.71904	3.92582	NA	5.21413	5.82115	5.96794	NA	236544	236533	236317	NA	236899	236998	236625	NA	17	373	160	NA
III	246665	246895	Interval_142	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.06613	NA	3.51362	NA	4.61917	NA	2.26706	NA	6.85086	NA	4.10042	NA	246665	NA	246715	NA	246866	NA	246895	NA	149	NA	16
III	262722	262932	Interval_143	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.77464	NA	NA	NA	5.93863	NA	NA	NA	8.4378	NA	NA	NA	262722	NA	NA	NA	262932	NA	NA	NA	134
III	295512	295719	Interval_144	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.90491	NA	NA	NA	4.78695	NA	NA	NA	7.05594	NA	NA	NA	295512	NA	NA	NA	295719	NA	NA	NA	61	NA	NA
III	299159	299362	Interval_145	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.70359	NA	NA	NA	2.4887	NA	NA	NA	4.39254	NA	NA	NA	299159	NA	NA	NA	299362	NA	NA	NA	29
III	315773	316514	Interval_146	4	4	TRUE	TRUE	TRUE	TRUE	8.58455	9.37005	3.58027	2.60315	12.7204	18.4914	3.60509	1.60441	15.9897	21.9597	5.61697	3.27532	315824	315773	316014	316016	316508	316514	316464	316413	502	534	3	393
IV	8	812	Interval_147	4	4	TRUE	TRUE	TRUE	TRUE	6.32681	10.5824	3.45614	5.81992	8.95513	15.5753	2.83065	5.96222	11.7754	18.8722	4.73443	8.51083	102	8	69	196	812	606	293	555	161	104	186	74
IV	20021	20363	Interval_148	3	3	TRUE	TRUE	TRUE	FALSE	5.23572	4.0101	3.45614	NA	5.01391	2.88888	2.83065	NA	7.32753	4.87673	4.73443	NA	20131	20021	20083	NA	20354	20363	20337	NA	163	317	48	NA
IV	49415	49728	Interval_149	1	1	TRUE	FALSE	FALSE	FALSE	3.53319	NA	NA	NA	2.20485	NA	NA	NA	4.05174	NA	NA	NA	49415	NA	NA	NA	49728	NA	NA	NA	141	NA	NA	NA
IV	61619	62748	Interval_150	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.87581	4.65612	NA	NA	12.0053	4.89588	NA	NA	15.2746	7.22019	NA	NA	61619	62182	NA	NA	62630	62748	NA	NA	716	220
IV	70258	70439	Interval_151	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.09904	NA	NA	NA	1.68889	NA	NA	NA	3.37484	NA	NA	NA	70258	NA	NA	NA	70439	NA	NA	NA	56
IV	76795	77212	Interval_152	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.62817	7.3737	NA	NA	9.81478	8.90295	NA	NA	12.7319	11.9537	NA	NA	76795	76889	NA	NA	77060	77212	NA	NA	218	127
IV	83573	83827	Interval_153	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.00493	NA	NA	NA	1.64121	NA	NA	NA	3.33684	NA	NA	NA	83573	NA	NA	NA	83827	NA	NA	NA	252	NA
IV	97987	98377	Interval_154	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.83075	NA	NA	NA	1.38591	NA	NA	NA	2.97534	NA	NA	NA	97987	NA	NA	NA	98377	NA	NA	NA	137	NA
IV	106614	106939	Interval_155	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.10911	NA	NA	NA	3.46195	NA	NA	NA	5.55817	NA	NA	NA	106614	NA	NA	NA	106939	NA	NA	NA	201
IV	130263	130803	Interval_156	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.51621	NA	5.34184	NA	5.66095	NA	5.84287	NA	8.02377	NA	8.3367	NA	130263	NA	130596	NA	130803	NA	130798	NA	380	NA	129
IV	132616	133304	Interval_157	4	4	TRUE	TRUE	TRUE	TRUE	5.68407	4.11536	6.51745	7.93625	5.89647	2.99815	8.27016	9.94222	8.29219	5.04767	10.9284	13.237	132843	132795	132616	132641	133304	133167	133186	133167	42	52	368	205
IV	159176	159437	Interval_158	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.64856	NA	NA	NA	4.01876	NA	NA	NA	6.18219	NA	NA	NA	159176	NA	NA	NA	159437	NA	NA	NA	200
IV	199621	199907	Interval_159	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.86827	NA	NA	NA	4.83434	NA	NA	NA	6.99816	NA	NA	NA	199621	NA	NA	NA	199907	NA	NA	NA	170	NA
IV	202727	202914	Interval_160	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.50264	NA	NA	NA	2.2513	NA	NA	NA	4.08369	NA	NA	NA	202727	NA	NA	NA	202914	NA	NA	NA	21
IV	212842	213066	Interval_161	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.75578	NA	NA	NA	5.91026	NA	NA	NA	8.40744	NA	NA	NA	212842	NA	NA	NA	213066	NA	NA	NA	89
IV	215773	216032	Interval_162	2	2	TRUE	TRUE	FALSE	FALSE	3.46816	7.02063	NA	NA	3.02435	8.68954	NA	NA	4.96787	11.3784	NA	NA	215835	215773	NA	NA	216032	215972	NA	NA	61	119	NA	NA
IV	217262	217565	Interval_163	4	4	TRUE	TRUE	TRUE	TRUE	4.33783	4.24487	5.02385	6.59351	3.47574	3.30345	5.02872	7.84392	5.51812	5.37119	7.2436	10.6877	217262	217333	217267	217316	217484	217565	217484	217536	201	49	120	41
IV	221954	222203	Interval_164	3	3	FALSE	TRUE	TRUE	TRUE	NA	5.41914	4.11043	3.85844	NA	5.295	3.37021	2.80668	NA	7.62224	5.34361	4.77127	NA	221954	222011	221969	NA	222201	222203	222196	NA	63	105	42
IV	228987	229336	Interval_165	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.28709	NA	NA	NA	2.0029	NA	NA	NA	3.75778	NA	NA	NA	228987	NA	NA	NA	229336	NA	NA	NA	44
IV	230713	230983	Interval_166	1	1	TRUE	FALSE	FALSE	FALSE	5.20151	NA	NA	NA	4.9627	NA	NA	NA	7.27291	NA	NA	NA	230713	NA	NA	NA	230983	NA	NA	NA	127	NA	NA	NA
IV	234160	234816	Interval_167	4	4	TRUE	TRUE	TRUE	TRUE	3.81653	3.5672	5.10543	5.70185	2.66502	2.40091	5.13977	6.04854	4.56886	4.32692	7.3724	8.60338	234503	234212	234160	234202	234727	234605	234692	234816	39	52	382	81
IV	239598	240131	Interval_168	4	4	TRUE	TRUE	TRUE	TRUE	4.97553	3.80353	6.13329	7.32274	4.5117	2.60965	7.11413	9.0797	6.70389	4.54846	9.60681	12.2345	239688	239701	239710	239598	239994	239975	240131	240131	190	214	292	446
IV	241778	242147	Interval_169	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.42772	NA	NA	NA	2.15875	NA	NA	NA	3.96986	NA	NA	NA	241778	NA	NA	NA	242147	NA	NA	NA	133
IV	245475	245749	Interval_170	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.82524	NA	NA	NA	2.82055	NA	NA	NA	4.72036	NA	NA	NA	245475	NA	NA	NA	245749	NA	NA	NA	206	NA
IV	258472	258781	Interval_171	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.18971	NA	NA	NA	5.26366	NA	NA	NA	7.50558	NA	NA	NA	258472	NA	NA	NA	258781	NA	NA	NA	244	NA
IV	263956	264208	Interval_172	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.33406	NA	NA	NA	2.18779	NA	NA	NA	3.97356	NA	NA	NA	263956	NA	NA	NA	264208	NA	NA	NA	245	NA
IV	302842	303056	Interval_173	2	2	FALSE	TRUE	TRUE	FALSE	NA	3.91864	4.53813	NA	NA	2.76539	4.14818	NA	NA	4.73029	6.22802	NA	NA	302852	302842	NA	NA	303054	303056	NA	NA	57	64	NA
IV	307890	308518	Interval_174	4	4	TRUE	TRUE	TRUE	TRUE	6.76196	13.3531	6.45589	7.25447	7.93042	22.3233	7.85395	8.7276	10.6208	25.9605	10.4657	11.7588	307906	307898	307906	307890	308518	308341	308189	308304	105	147	166	137
IV	314738	314973	Interval_175	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.37615	NA	NA	NA	3.72504	NA	NA	NA	5.75546	NA	NA	NA	314738	NA	NA	NA	314973	NA	NA	NA	90	NA
IV	321561	322118	Interval_176	4	4	TRUE	TRUE	TRUE	TRUE	7.65524	4.01416	11.188	6.59351	9.22344	3.33624	17.7554	7.84392	12.1038	5.40965	21.7785	10.6877	321561	321744	321728	321754	322101	322061	322118	322072	226	61	289	247
IV	330360	330970	Interval_177	4	4	TRUE	TRUE	TRUE	TRUE	5.82953	5.15585	6.10958	5.16506	6.60366	4.73969	7.69652	4.89588	9.11992	6.99766	10.2636	7.21483	330619	330539	330579	330360	330956	330966	330956	330970	236	64	231	242
IV	356964	357790	Interval_178	4	4	TRUE	TRUE	TRUE	TRUE	5.72166	6.09083	4.07139	3.76772	5.93587	6.49896	3.31527	2.71453	8.35256	8.95152	5.28334	4.63233	357252	357150	357099	356964	357527	357790	357347	357497	66	103	161	465
IV	358008	358207	Interval_179	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.04024	NA	NA	NA	1.61403	NA	NA	NA	3.28632	NA	NA	NA	358008	NA	NA	NA	358207	NA	NA	NA	113
IV	366175	366487	Interval_180	3	3	FALSE	TRUE	TRUE	TRUE	NA	4.01179	4.58178	3.28728	NA	2.99177	4.19914	2.10172	NA	5.00755	6.29623	3.90276	NA	366228	366178	366175	NA	366457	366487	366463	NA	51	136	254
IV	368592	369478	Interval_181	4	4	TRUE	TRUE	TRUE	TRUE	7.71815	5.87909	7.05359	4.76175	9.60341	5.94924	9.02329	4.13459	12.5217	8.37892	11.7978	6.36142	368777	368592	368742	368660	369478	369227	369398	369204	248	438	285	201
IV	384506	384867	Interval_182	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.53015	NA	NA	NA	2.21212	NA	NA	NA	4.12565	NA	NA	NA	384506	NA	NA	NA	384867	NA	NA	NA	94	NA	NA
IV	385859	387079	Interval_183	3	3	TRUE	TRUE	FALSE	TRUE	4.12206	4.01179	NA	3.20263	3.07073	2.99177	NA	1.8789	5.05863	5.00755	NA	3.63123	386225	385945	NA	385859	387079	386982	NA	386043	134	689	NA	129
IV	392373	392664	Interval_184	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.5769	NA	NA	NA	3.99637	NA	NA	NA	6.06936	NA	NA	NA	392373	NA	NA	NA	392664	NA	NA	NA	194	NA
IV	392676	392840	Interval_185	1	1	TRUE	FALSE	FALSE	FALSE	4.12206	NA	NA	NA	3.07073	NA	NA	NA	5.05863	NA	NA	NA	392676	NA	NA	NA	392840	NA	NA	NA	37	NA	NA	NA
IV	407460	407755	Interval_186	3	3	TRUE	FALSE	TRUE	TRUE	3.15267	NA	5.48057	4.58939	1.93658	NA	5.91228	3.93523	3.69902	NA	8.25097	6.08899	407534	NA	407492	407460	407753	NA	407753	407755	200	NA	54	124
IV	410310	412935	Interval_187	6	4	TRUE	TRUE	TRUE	TRUE	5.97532	9.73882	10.2385;3.46106;3.10162	11.3999	8.07133	13.8678	18.3186;2.6801;2.33383	18.0691	10.7836	17.024	22.3774;4.5369;4.1403	22.1317	410310	410487	410406;412071;412518	410396	411572	411702	411653;412271;412935	412643	1156	888	893;189;63	472
IV	416962	417137	Interval_188	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.09932	NA	NA	NA	4.80574	NA	NA	NA	7.11031	NA	NA	NA	416962	NA	NA	NA	417137	NA	NA	NA	153
IV	437768	438119	Interval_189	1	1	TRUE	FALSE	FALSE	FALSE	4.03583	NA	NA	NA	3.2198	NA	NA	NA	5.22847	NA	NA	NA	437768	NA	NA	NA	438119	NA	NA	NA	225	NA	NA	NA
IV	461449	461775	Interval_190	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.96224	NA	NA	NA	2.8299	NA	NA	NA	4.79988	NA	NA	NA	461449	NA	NA	NA	461775	NA	NA	NA	158	NA	NA
IV	465079	465664	Interval_191	4	4	TRUE	TRUE	TRUE	TRUE	6.47751	5.82231	8.13671	9.9418	7.00667	5.88706	10.8562	14.371	9.59481	8.28386	13.9525	18.2286	465079	465111	465111	465146	465487	465483	465664	465452	77	175	174	146
IV	483738	483972	Interval_192	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.23267	NA	NA	NA	3.2911	NA	NA	NA	5.35199	NA	NA	NA	483738	NA	NA	NA	483972	NA	NA	NA	194
IV	485402	485877	Interval_193	2	2	TRUE	FALSE	TRUE	FALSE	3.64106	NA	4.39109	NA	2.42511	NA	3.74547	NA	4.29582	NA	5.77873	NA	485402	NA	485499	NA	485588	NA	485877	NA	134	NA	81	NA
IV	488427	488749	Interval_194	2	2	TRUE	FALSE	TRUE	FALSE	2.83551	NA	3.39213	NA	1.33812	NA	2.14545	NA	2.9392	NA	3.916	NA	488427	NA	488557	NA	488624	NA	488749	NA	159	NA	105	NA
IV	488807	489387	Interval_195	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.69405	NA	NA	NA	4.26714	NA	NA	NA	6.47188	NA	NA	NA	488807	NA	NA	NA	489387	NA	NA	NA	139	NA	NA
IV	491107	491378	Interval_196	3	3	TRUE	FALSE	TRUE	TRUE	5.70372	NA	6.85398	4.29796	5.70995	NA	8.43597	4.13459	8.08693	NA	11.1084	6.35482	491125	NA	491158	491107	491352	NA	491378	491377	181	NA	96	113
IV	501400	501596	Interval_197	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	501400	NA	NA	NA	501596	NA	NA	NA	98	NA	NA	NA
IV	507332	507601	Interval_198	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.15585	NA	4.23267	NA	4.73969	NA	3.2911	NA	6.99766	NA	5.35199	NA	507343	NA	507332	NA	507601	NA	507561	NA	134	NA	56
IV	512267	512446	Interval_199	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.349	NA	NA	NA	6.92465	NA	NA	NA	9.64322	NA	NA	NA	512267	NA	NA	NA	512446	NA	NA	NA	107
IV	519613	519828	Interval_200	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.70359	NA	NA	NA	2.4887	NA	NA	NA	4.39254	NA	NA	NA	519613	NA	NA	NA	519828	NA	NA	NA	107
IV	521089	521337	Interval_201	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.43723	NA	NA	NA	2.05403	NA	NA	NA	3.89795	NA	NA	NA	521089	NA	NA	NA	521337	NA	NA	NA	2	NA	NA
IV	524816	525174	Interval_202	3	3	TRUE	FALSE	TRUE	TRUE	4.68136	NA	4.06836	4.13205	4.07219	NA	3.13633	3.18279	6.23399	NA	5.09525	5.1944	524816	NA	524837	524891	525167	NA	525168	525174	120	NA	286	95
IV	538771	539666	Interval_203	4	4	TRUE	TRUE	TRUE	TRUE	3.94084	4.9211	6.28389	5.17165	3.26662	4.59801	9.64392	7.60253	5.29478	6.8285	12.5066	10.4188	538978	539041	538771	538899	539311	539626	539607	539666	116	103	364	430
IV	541513	542215	Interval_204	2	2	TRUE	FALSE	FALSE	TRUE	4.47524	NA	NA	2.87637	3.83288	NA	NA	1.49942	5.91004	NA	NA	3.14634	541848	NA	NA	541513	542215	NA	NA	541911	100	NA	NA	287
IV	543661	543872	Interval_205	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.19078	NA	NA	NA	3.47997	NA	NA	NA	5.46783	NA	NA	NA	543661	NA	NA	NA	543872	NA	NA	NA	79	NA
IV	545986	546367	Interval_206	2	2	TRUE	FALSE	FALSE	TRUE	3.69904	NA	NA	3.93979	2.62692	NA	NA	3.45059	4.5275	NA	NA	5.52337	545986	NA	NA	546070	546299	NA	NA	546367	218	NA	NA	56
IV	550772	551608	Interval_207	4	4	TRUE	TRUE	TRUE	TRUE	7.17481	7.23974	7.44958	5.94773	9.47864	9.02647	11.8055	6.6808	12.3837	11.7348	15.0047	9.30933	550772	550879	550772	550831	551424	551376	551608	551416	182	183	505	235
IV	555085	555435	Interval_208	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.08731	NA	NA	NA	2.99177	NA	NA	NA	5.00185	NA	NA	NA	555085	NA	NA	NA	555435	NA	NA	NA	243	NA	NA
IV	556611	556930	Interval_209	3	3	FALSE	TRUE	TRUE	TRUE	NA	8.0202	5.75341	5.81992	NA	10.1981	6.58015	5.96222	NA	13.0271	8.99792	8.51083	NA	556619	556690	556611	NA	556930	556906	556899	NA	157	96	172
IV	562661	562886	Interval_210	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.61555	NA	NA	NA	2.40555	NA	NA	NA	4.25652	NA	NA	NA	562661	NA	NA	NA	562886	NA	NA	NA	162
IV	568768	568980	Interval_211	1	1	TRUE	FALSE	FALSE	FALSE	5.29979	NA	NA	NA	4.94477	NA	NA	NA	7.23605	NA	NA	NA	568768	NA	NA	NA	568980	NA	NA	NA	121	NA	NA	NA
IV	569985	570458	Interval_212	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.18602	NA	NA	NA	3.26138	NA	NA	NA	5.27878	NA	NA	NA	569985	NA	NA	NA	570458	NA	NA	NA	32
IV	591544	592475	Interval_213	4	4	TRUE	TRUE	TRUE	TRUE	7.96224	9.15846	8.61791	8.21117	9.98571	12.6139	11.9347	10.7102	12.9295	15.6523	15.1543	14.0746	591544	591618	591625	591711	592302	592343	592278	592475	506	297	283	558
IV	593260	593828	Interval_214	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.09483	6.50491	NA	NA	10.8562	7.41146	NA	NA	13.9405	10.2045	NA	NA	593316	593260	NA	NA	593828	593740	NA	NA	142	317
IV	595958	596443	Interval_215	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.25844	NA	NA	NA	2.09149	NA	NA	NA	3.85911	NA	NA	NA	595958	NA	NA	NA	596443	NA	NA	NA	203	NA
IV	599743	600951	Interval_216	4	4	TRUE	TRUE	TRUE	TRUE	7.62323	8.23073	6.20324	9.52351	10.4865	10.5061	10.2034	13.3252	13.5261	13.3845	13.1751	17.0826	599863	599858	599809	599743	600632	600951	600431	600626	208	298	438	460
IV	600972	601163	Interval_217	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.00227	NA	NA	NA	1.57104	NA	NA	NA	3.22946	NA	NA	NA	600972	NA	NA	NA	601163	NA	NA	NA	114
IV	635677	636545	Interval_218	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.73922	7.22817	NA	NA	9.96563	8.93928	NA	NA	12.8957	12.0809	NA	NA	635677	635977	NA	NA	636496	636545	NA	NA	601	255
IV	690638	690961	Interval_219	1	1	TRUE	FALSE	FALSE	FALSE	4.12206	NA	NA	NA	3.07073	NA	NA	NA	5.05863	NA	NA	NA	690638	NA	NA	NA	690961	NA	NA	NA	273	NA	NA	NA
