PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_721	XI	21550	21844	+	0	NA	promoter-TSS (YKL217W)	protein_coding-promoter-TSS (YKL217W)	-537	YKL217W	YKL217W	YKL217W			JEN1			protein_coding
Interval_5	I	32507	32827	+	0	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-781	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
Interval_718	X	717887	718073	+	0	NA	TTS (YJR151W-A)	protein_coding-TTS (YJR151W-A)	400	YJR151W-A	YJR151W-A	YJR151W-A			YJR151W-A			protein_coding
Interval_1248	XVI	678440	679386	+	0	NA	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-38	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
Interval_460	VI	263132	263485	+	0	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-896	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
Interval_245	IV	1016014	1016498	+	0	NA	promoter-TSS (YDR277C)	protein_coding-promoter-TSS (YDR277C)	-554	YDR277C	YDR277C	YDR277C			MTH1			protein_coding
Interval_459	VI	255320	256482	+	0	NA	promoter-TSS (YFR053C)	protein_coding-promoter-TSS (YFR053C)	-852	YFR053C	YFR053C	YFR053C			HXK1			protein_coding
Interval_1200	XVI	214207	215679	+	0	NA	promoter-TSS (YPL177C)	protein_coding-promoter-TSS (YPL177C)	-981	YPL177C	YPL177C	YPL177C			CUP9			protein_coding
Interval_598	VIII	177216	177546	+	0	NA	promoter-TSS (YHR035W)	protein_coding-promoter-TSS (YHR035W)	618	YHR034C	YHR034C	YHR034C			PIH1			protein_coding
Interval_1157	XV	911799	912927	+	0	NA	promoter-TSS (YOR318C)	protein_coding-promoter-TSS (YOR318C)	73	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
Interval_601	VIII	236078	236549	+	0	NA	promoter-TSS (YHR071W)	protein_coding-promoter-TSS (YHR071W)	199	YHR070C-A	YHR070C-A	YHR070C-A			YHR070C-A			protein_coding
Interval_1035	XIV	442520	442780	+	0	NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-292	YNL097C	YNL097C	YNL097C			PHO23			protein_coding
Interval_676	X	294374	295071	+	0	NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-77	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
Interval_42	II	171372	171543	+	0	NA	promoter-TSS (YBL025W)	protein_coding-promoter-TSS (YBL025W)	-24	YBL025W	YBL025W	YBL025W			RRN10			protein_coding
Interval_896	XII	1018996	1019229	+	0	NA	promoter-TSS (YLR441C)	protein_coding-promoter-TSS (YLR441C)	-204	YLR441C	YLR441C	YLR441C			RPS1A			protein_coding
Interval_313	IX	131934	132310	+	0	NA	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-122	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
Interval_1154	XV	901296	901631	+	0	NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-269	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
Interval_843	XII	605092	605600	+	0	NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	86	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
Interval_709	X	638559	639952	+	0	NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-280	YJR113C	YJR113C	YJR113C			RSM7			protein_coding
Interval_1128	XV	578052	578497	+	0	NA	promoter-TSS (YOR134W)	protein_coding-promoter-TSS (YOR134W)	-290	YOR134W	YOR134W	YOR134W			BAG7			protein_coding
Interval_1262	XVI	821563	822509	+	0	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	304	snR45	snR45	snR45			snR45			snoRNA
Interval_136	III	178210	179362	+	0	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	12	snR189	snR189	snR189			snR189			snoRNA
Interval_883	XII	877491	878154	+	0	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-460	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
Interval_91	II	592896	593094	+	0	NA	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-221	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
Interval_407	V	311418	311937	+	0	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	418	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
Interval_1033	XIV	437475	437713	+	0	NA	promoter-TSS (YNL100W)	protein_coding-promoter-TSS (YNL100W)	-19	YNL100W	YNL100W	YNL100W			MIC27			protein_coding
Interval_669	X	236401	236807	+	0	NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-248	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
Interval_650	X	104406	104643	+	0	NA	promoter-TSS (YJL167W)	protein_coding-promoter-TSS (YJL167W)	-96	YJL168C	YJL168C	YJL168C			SET2			protein_coding
Interval_120	III	50346	50807	+	0	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-8	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
Interval_224	IV	768965	769810	+	0	NA	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-138	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
Interval_433	V	490895	491494	+	0	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-293	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
Interval_1099	XV	274189	274893	+	0	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-132	tS(GCU)O	tS(GCU)O	tS(GCU)O			tS(GCU)O			tRNA
Interval_757	XI	321768	322979	+	0	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-855	YKL063C	YKL063C	YKL063C			YKL063C			protein_coding
Interval_16	I	143456	143827	+	0	NA	promoter-TSS (YAL002W)	protein_coding-promoter-TSS (YAL002W)	-66	YAL002W	YAL002W	YAL002W			VPS8			protein_coding
Interval_537	VII	726511	726886	+	0	NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-219	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
Interval_1101	XV	288215	288618	+	0	NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	-4	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
Interval_285	IV	1429075	1429464	+	0	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-289	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
Interval_905	XIII	46872	47207	+	0	NA	promoter-TSS (YML111W)	protein_coding-promoter-TSS (YML111W)	97	YML111W	YML111W	YML111W			BUL2			protein_coding
Interval_1274	XVI	927660	928355	+	0	NA	TTS (YPR195C)	protein_coding-TTS (YPR195C)	287	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
Interval_399	V	280800	281563	+	0	NA	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-499	YER062C	YER062C	YER062C			GPP2			protein_coding
Interval_231	IV	889141	889412	+	0	NA	promoter-TSS (YDR213W)	protein_coding-promoter-TSS (YDR213W)	-475	YDR213W	YDR213W	YDR213W			UPC2			protein_coding
Interval_503	VII	438520	438879	+	0	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-392	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
Interval_212	IV	569986	570458	+	0	NA	promoter-TSS (YDR059C)	protein_coding-promoter-TSS (YDR059C)	-427	YDR060W	YDR060W	YDR060W			MAK21			protein_coding
Interval_1189	XVI	108416	108610	+	0	NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-139	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
Interval_761	XI	340819	340991	+	0	NA	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-359	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
Interval_21	I	210938	211168	+	0	NA	Intergenic	Intergenic	2686	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
Interval_197	IV	501401	501596	+	0	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	398	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
Interval_924	XIII	220945	221161	+	0	NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-353	YML027W	YML027W	YML027W			YOX1			protein_coding
Interval_487	VII	319767	319960	+	0	NA	promoter-TSS (tH(GUG)G2)	tRNA-promoter-TSS (tH(GUG)G2)	82	tH(GUG)G2	tH(GUG)G2	tH(GUG)G2			tH(GUG)G2			tRNA
Interval_749	XI	230268	231698	+	0	NA	Intergenic	Intergenic	-1103	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
Interval_803	XII	108221	108907	+	0	NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	408	YLL018C-A	YLL018C-A	YLL018C-A			COX19			protein_coding
Interval_162	IV	215774	216032	+	0	NA	promoter-TSS (YDL137W)	protein_coding-promoter-TSS (YDL137W)	-626	YDL137W	YDL137W	YDL137W			ARF2			protein_coding
Interval_1016	XIV	301781	302569	+	0	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-505	YNL178W	YNL178W	YNL178W			RPS3			protein_coding
Interval_837	XII	543432	543761	+	0	NA	promoter-TSS (YLR195C)	protein_coding-promoter-TSS (YLR195C)	-292	YLR195C	YLR195C	YLR195C			NMT1			protein_coding
Interval_334	IX	267832	268711	+	0	NA	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-38	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
Interval_985	XIII	851764	852473	+	0	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-512	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
Interval_205	IV	543662	543872	+	0	NA	promoter-TSS (YDR043C)	protein_coding-promoter-TSS (YDR043C)	-398	YDR043C	YDR043C	YDR043C			NRG1			protein_coding
Interval_931	XIII	282842	283470	+	0	NA	promoter-TSS (YMR008C)	protein_coding-promoter-TSS (YMR008C)	-572	YMR008C	YMR008C	YMR008C			PLB1			protein_coding
Interval_641	X	60252	60765	+	0	NA	promoter-TSS (YJL198W)	protein_coding-promoter-TSS (YJL198W)	-326	YJL199C	YJL199C	YJL199C			MBB1			protein_coding
Interval_912	XIII	101418	101774	+	0	NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-266	YML082W	YML082W	YML082W			YML082W			protein_coding
Interval_1169	XV	1017732	1018084	+	0	NA	promoter-TSS (YOR361C)	protein_coding-promoter-TSS (YOR361C)	-256	YOR361C	YOR361C	YOR361C			PRT1			protein_coding
Interval_583	VIII	48021	48683	+	0	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-384	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
Interval_321	IX	174964	175129	+	0	NA	promoter-TSS (YIL102C)	protein_coding-promoter-TSS (YIL102C)	15	tT(AGU)I1	tT(AGU)I1	tT(AGU)I1			tT(AGU)I1			tRNA
Interval_716	X	705155	705609	+	0	NA	promoter-TSS (YJR148W)	protein_coding-promoter-TSS (YJR148W)	-362	YJR148W	YJR148W	YJR148W			BAT2			protein_coding
Interval_1027	XIV	392490	392749	+	0	NA	promoter-TSS (YNL124W)	protein_coding-promoter-TSS (YNL124W)	-273	YNL124W	YNL124W	YNL124W			NAF1			protein_coding
Interval_945	XIII	420446	420639	+	0	NA	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	119	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
Interval_635	VIII	549204	549613	+	0	NA	promoter-TSS (YHR214C-B)	protein_coding-promoter-TSS (YHR214C-B)	-62	YHR214C-C	YHR214C-C	YHR214C-C			YHR214C-C			protein_coding
Interval_422	V	430871	431383	+	0	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	93	snR52	snR52	snR52			snR52			snoRNA
Interval_678	X	337436	338035	+	0	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	268	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
Interval_543	VII	766112	766557	+	0	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	608	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
Interval_681	X	355399	355819	+	0	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	153	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
Interval_596	VIII	150738	151501	+	0	NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	187	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
Interval_789	XI	630507	630903	+	0	NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-447	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
Interval_447	VI	90398	90919	+	0	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-313	YFL024C	YFL024C	YFL024C			EPL1			protein_coding
Interval_898	XII	1064274	1065458	+	0	NA	Intergenic	Intergenic	-1090	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
Interval_1058	XIV	604765	605154	+	0	NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-425	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
Interval_414	V	354671	355329	+	0	NA	promoter-TSS (YER097W)	protein_coding-promoter-TSS (YER097W)	66	tE(UUC)E2	tE(UUC)E2	tE(UUC)E2			tE(UUC)E2			tRNA
Interval_175	IV	314739	314973	+	0	NA	promoter-TSS (YDL079C)	protein_coding-promoter-TSS (YDL079C)	-108	YDL079C	YDL079C	YDL079C			MRK1			protein_coding
Interval_138	III	224883	225469	+	0	NA	promoter-TSS (YCR059C)	protein_coding-promoter-TSS (YCR059C)	-387	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
Interval_1024	XIV	355342	355984	+	0	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-621	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
Interval_844	XII	611636	612003	+	0	NA	promoter-TSS (YLR237W)	protein_coding-promoter-TSS (YLR237W)	111	YLR235C	YLR235C	YLR235C			YLR235C			protein_coding
Interval_570	VII	986838	987923	+	0	NA	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-669	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
Interval_347	IX	386299	387037	+	0	NA	promoter-TSS (YIR018C-A)	protein_coding-promoter-TSS (YIR018C-A)	-967	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
Interval_157	IV	132617	133304	+	0	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-477	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
Interval_76	II	458462	458742	+	0	NA	promoter-TSS (YBR109C)	protein_coding-promoter-TSS (YBR109C)	-6	YBR109W-A	YBR109W-A	YBR109W-A			YBR109W-A			protein_coding
Interval_314	IX	138231	139680	+	0	NA	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-797	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
Interval_627	VIII	455595	456085	+	0	NA	promoter-TSS (YHR177W)	protein_coding-promoter-TSS (YHR177W)	-751	YHR177W	YHR177W	YHR177W			YHR177W			protein_coding
Interval_817	XII	366279	366507	+	0	NA	TTS (YLR108C)	protein_coding-TTS (YLR108C)	158	snR6	snR6	snR6			snR6			snRNA
Interval_1090	XV	159791	162158	+	0	NA	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-380	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
Interval_279	IV	1384787	1385186	+	0	NA	promoter-TSS (YDR461W)	protein_coding-promoter-TSS (YDR461W)	-190	YDR461W	YDR461W	YDR461W			MFA1			protein_coding
Interval_23	II	67	353	+	0	NA	promoter-TSS (YBL113W-A)	protein_coding-promoter-TSS (YBL113W-A)	-436	YBL113W-A	YBL113W-A	YBL113W-A			YBL113W-A			protein_coding
Interval_1026	XIV	374765	375183	+	0	NA	promoter-TSS (YNL132W)	protein_coding-promoter-TSS (YNL132W)	105	tF(GAA)N	tF(GAA)N	tF(GAA)N			tF(GAA)N			tRNA
Interval_161	IV	212843	213066	+	0	NA	promoter-TSS (YDL138W)	protein_coding-promoter-TSS (YDL138W)	-397	YDL138W	YDL138W	YDL138W			RGT2			protein_coding
Interval_932	XIII	287288	287827	+	0	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-522	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
Interval_1180	XVI	40244	40997	+	0	NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-423	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
Interval_1238	XVI	586030	586645	+	0	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-752	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
Interval_720	XI	51	788	+	0	NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-32	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
Interval_322	IX	177502	177868	+	0	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-4	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
Interval_1045	XIV	500545	500969	+	0	NA	promoter-TSS (YNL066W)	protein_coding-promoter-TSS (YNL066W)	-758	YNL066W	YNL066W	YNL066W			SUN4			protein_coding
Interval_642	X	68897	69204	+	0	NA	promoter-TSS (YJL194W)	protein_coding-promoter-TSS (YJL194W)	-268	YJL196C	YJL196C	YJL196C			ELO1			protein_coding
Interval_911	XIII	91521	92062	+	0	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-382	YML089C	YML089C	YML089C			YML089C			protein_coding
Interval_825	XII	439982	440205	+	0	NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	-270	YLR149C	YLR149C	YLR149C			YLR149C			protein_coding
Interval_968	XIII	652033	652292	+	0	NA	promoter-TSS (YMR193C-A)	protein_coding-promoter-TSS (YMR193C-A)	-113	snR11	snR11	snR11			snR11			snoRNA
Interval_1017	XIV	310224	310422	+	0	NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-266	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
Interval_615	VIII	375076	375559	+	0	NA	promoter-TSS (YHR136C)	protein_coding-promoter-TSS (YHR136C)	-217	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
Interval_109	II	761001	761196	+	0	NA	promoter-TSS (YBR277C)	protein_coding-promoter-TSS (YBR277C)	-159	YBR279W	YBR279W	YBR279W			PAF1			protein_coding
Interval_266	IV	1241898	1243054	+	0	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-445	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
Interval_1209	XVI	309891	310143	+	0	NA	promoter-TSS (YPL126W)	protein_coding-promoter-TSS (YPL126W)	-193	YPL126W	YPL126W	YPL126W			NAN1			protein_coding
Interval_682	X	360496	361083	+	0	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-460	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
Interval_421	V	422446	423458	+	0	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-506	YER130C	YER130C	YER130C			COM2			protein_coding
Interval_504	VII	472385	472938	+	0	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-194	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
Interval_556	VII	894223	894945	+	0	NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-109	YGR198W	YGR198W	YGR198W			YPP1			protein_coding
Interval_736	XI	127121	127303	+	0	NA	promoter-TSS (YKL171W)	protein_coding-promoter-TSS (YKL171W)	-263	YKL171W	YKL171W	YKL171W			NNK1			protein_coding
Interval_118	III	40778	40953	+	0	NA	promoter-TSS (YCL048W-A)	protein_coding-promoter-TSS (YCL048W-A)	-141	YCL049C	YCL049C	YCL049C			YCL049C			protein_coding
Interval_223	IV	768193	768368	+	0	NA	promoter-TSS (YDR153C)	protein_coding-promoter-TSS (YDR153C)	-309	YDR153C	YDR153C	YDR153C			ENT5			protein_coding
Interval_858	XII	723098	723774	+	0	NA	promoter-TSS (YLR297W)	protein_coding-promoter-TSS (YLR297W)	458	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
Interval_1043	XIV	498697	498861	+	0	NA	promoter-TSS (YNL067W)	protein_coding-promoter-TSS (YNL067W)	241	YNL067W-A	YNL067W-A	YNL067W-A			YNL067W-A			protein_coding
Interval_387	V	208615	208814	+	0	NA	promoter-TSS (YER026C)	protein_coding-promoter-TSS (YER026C)	-240	YER026C	YER026C	YER026C			CHO1			protein_coding
Interval_60	II	350850	351071	+	0	NA	promoter-TSS (YBR056W-A)	protein_coding-promoter-TSS (YBR056W-A)	133	tQ(UUG)B	tQ(UUG)B	tQ(UUG)B			tQ(UUG)B			tRNA
Interval_884	XII	903260	903665	+	0	NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	-262	YLR390W-A	YLR390W-A	YLR390W-A			CCW14			protein_coding
Interval_1014	XIV	281469	282049	+	0	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-636	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
Interval_434	V	492163	492407	+	0	NA	promoter-TSS (YER159C)	protein_coding-promoter-TSS (YER159C)	139	tR(ACG)E	tR(ACG)E	tR(ACG)E			tR(ACG)E			tRNA
Interval_268	IV	1266477	1266678	+	0	NA	promoter-TSS (YDR398W)	protein_coding-promoter-TSS (YDR398W)	282	YDR396W	YDR396W	YDR396W			YDR396W			protein_coding
Interval_1261	XVI	812805	813044	+	0	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-471	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
Interval_189	IV	437769	438119	+	0	NA	promoter-TSS (YDL007W)	protein_coding-promoter-TSS (YDL007W)	-103	YDL007W	YDL007W	YDL007W			RPT2			protein_coding
Interval_499	VII	422971	423712	+	0	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	249	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
Interval_1253	XVI	701301	701469	+	0	NA	TTS (YPR081C)	protein_coding-TTS (YPR081C)	791	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
Interval_966	XIII	625674	626163	+	0	NA	promoter-TSS (YMR182C)	protein_coding-promoter-TSS (YMR182C)	107	YMR182W-A	YMR182W-A	YMR182W-A			YMR182W-A			protein_coding
Interval_558	VII	913190	913407	+	0	NA	promoter-TSS (YGR209C)	protein_coding-promoter-TSS (YGR209C)	-71	YGR209C	YGR209C	YGR209C			TRX2			protein_coding
Interval_738	XI	143066	143597	+	0	NA	promoter-TSS (YKL164C)	protein_coding-promoter-TSS (YKL164C)	-512	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
Interval_775	XI	513255	513495	+	0	NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	28	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
Interval_584	VIII	50576	50888	+	0	NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-379	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
Interval_602	VIII	255967	256209	+	0	NA	promoter-TSS (YHR077C)	protein_coding-promoter-TSS (YHR077C)	-272	YHR078W	YHR078W	YHR078W			YHR078W			protein_coding
Interval_1175	XV	1064738	1064938	+	0	NA	promoter-TSS (YOR385W)	protein_coding-promoter-TSS (YOR385W)	-205	YOR385W	YOR385W	YOR385W			YOR385W			protein_coding
Interval_804	XII	125042	125306	+	0	NA	promoter-TSS (YLL012W)	protein_coding-promoter-TSS (YLL012W)	-360	YLL012W	YLL012W	YLL012W			YEH1			protein_coding
Interval_68	II	392040	392727	+	0	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-90	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
Interval_856	XII	710543	710826	+	0	NA	promoter-TSS (YLR286C)	protein_coding-promoter-TSS (YLR286C)	-548	YLR286C	YLR286C	YLR286C			CTS1			protein_coding
Interval_307	IX	96529	96753	+	0	NA	promoter-TSS (YIL134C-A)	protein_coding-promoter-TSS (YIL134C-A)	84	YIL134C-A	YIL134C-A	YIL134C-A			YIL134C-A			protein_coding
Interval_923	XIII	219833	220062	+	0	NA	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-191	YML028W	YML028W	YML028W			TSA1			protein_coding
Interval_116	III	27398	27645	+	0	NA	promoter-TSS (YCL055W)	protein_coding-promoter-TSS (YCL055W)	-162	YCL056C	YCL056C	YCL056C			PEX34			protein_coding
Interval_333	IX	258165	258754	+	0	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	-179	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
Interval_1118	XV	479433	479628	+	0	NA	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-3	YOR083W	YOR083W	YOR083W			WHI5			protein_coding
Interval_525	VII	609227	610522	+	0	NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	290	snR48	snR48	snR48			snR48			snoRNA
Interval_32	II	101252	101823	+	0	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-349	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
Interval_690	X	454325	454550	+	0	NA	TTS (YJR008W)	protein_coding-TTS (YJR008W)	244	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
Interval_1173	XV	1044427	1044617	+	0	NA	promoter-TSS (YOR376W-A)	protein_coding-promoter-TSS (YOR376W-A)	-674	YOR376W-A	YOR376W-A	YOR376W-A			YOR376W-A			protein_coding
Interval_413	V	349485	350008	+	0	NA	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-234	YER095W	YER095W	YER095W			RAD51			protein_coding
Interval_1156	XV	908495	909174	+	0	NA	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-509	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
Interval_64	II	373659	374070	+	0	NA	TTS (YBR068C)	protein_coding-TTS (YBR068C)	-1129	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
