"","seqnames","start","end","width","strand","Conc","Conc_SPT5_T0","Conc_SPT5_T15","Fold","p.value","FDR","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"517","XII",241852,242252,401,"*",3.68659569669364,3.74466467741899,3.62609103973425,0.118573637684741,0.848018043850853,1,"335","YLR048W",242232,243349,"+","overlapStart",-180,20,"NearestLocation","RPS0B"
"518","I",210867,211267,401,"*",3.21014850804123,3.27990010695571,3.13685245712111,0.143047649834606,0.85890188017507,1,"7","YAR053W",208367,208663,"+","downstream",2700,2204,"NearestLocation","YAR053W"
"519","VII",412050,412450,401,"*",3.06432674766713,2.98499594829223,3.13952174302057,-0.154525794728344,0.863550758651432,1,"211","tV(AAC)G1",412294,412367,"-","includeFeature",117,83,"NearestLocation","tV(AAC)G1"
"520","XII",198019,198419,401,"*",3.40487383758365,3.34106858853691,3.4659763202077,-0.124907731670787,0.87979349605492,1,"333","YLR027C",196829,198085,"-","overlapStart",-134,66,"NearestLocation","AAT2"
"521","XVI",653769,654169,401,"*",3.86502648593744,3.9056276454543,3.82324953543358,0.082378110020715,0.882760573508382,1,"525","YPR043W",654166,654847,"+","overlapStart",-197,3,"NearestLocation","RPL43A"
"522","XV",117849,118249,401,"*",3.54534420325495,3.51198174782247,3.57795255471699,-0.0659708068945193,0.903558192170927,1,"445","YOL103W-A",118000,119322,"+","overlapStart",49,151,"NearestLocation","YOL103W-A"
"523","XV",117849,118249,401,"*",3.54534420325495,3.51198174782247,3.57795255471699,-0.0659708068945193,0.903558192170927,1,"445","YOL103W-B",118000,123268,"+","overlapStart",49,151,"NearestLocation","YOL103W-B"
"524","XIII",158949,159349,401,"*",3.71315623460634,3.74466467741899,3.68094425392402,0.063720423494972,0.907129514570342,1,"385","YML058W",159383,159697,"+","upstream",-234,34,"NearestLocation","SML1"
"525","XI",393368,393768,401,"*",3.31673479789567,3.35618400963647,3.27617648411938,0.0800075255170944,0.911958462644161,1,"322","YKL023C-A",393146,393373,"-","overlapStart",-195,5,"NearestLocation","YKL023C-A"
"526","IV",765241,765641,401,"*",3.0869343571222,3.0222685854881,3.14882554197559,-0.126556956487491,0.916713927394049,1,"88","YDR152W",765706,766503,"+","upstream",-265,65,"NearestLocation","GIR2"
"527","V",221460,221860,401,"*",3.59068296152867,3.55037767991957,3.62989275064228,-0.0795150707227057,0.930821162496767,1,"161","YER034W",221846,222403,"+","overlapStart",-186,14,"NearestLocation","YER034W"
"528","XII",628267,628667,401,"*",3.24944415559297,3.27990010695571,3.21833137428532,0.0615687326703931,0.93160222907107,1,"347","tL(CAA)L",628383,628497,"+","includeFeature",84,116,"NearestLocation","tL(CAA)L"
"529","II",336840,337240,401,"*",3.82874366873836,3.78924383091356,3.86719079105831,-0.0779469601447542,0.933983914746652,1,"22","YBR049C",334386,336818,"-","upstream",-222,22,"NearestLocation","REB1"
"530","IV",1251645,1252045,401,"*",3.82708879077249,3.78924383091356,3.86396632052318,-0.0747224896096226,0.9367336304013,1,"108","YDR389W",1252537,1254501,"+","upstream",-692,492,"NearestLocation","SAC7"
"531","XIII",886466,886866,401,"*",3.79346425766162,3.81134838832105,3.77535564365043,0.0359927446706165,0.941630105037165,1,"411","YMR306C-A",886183,886572,"-","overlapStart",-94,106,"NearestLocation","YMR306C-A"
"532","X",391423,391823,401,"*",3.70631390419444,3.68745583900781,3.72492864496481,-0.037472805957,0.944806079706874,1,"284","YJL028W",391311,391646,"+","overlapEnd",312,112,"NearestLocation","YJL028W"
"533","XVI",257020,257420,401,"*",3.88215887999098,3.8539433444757,3.90983315836308,-0.0558898138873869,0.955073168572401,1,"506","YPL156C",255913,256767,"-","upstream",-453,253,"NearestLocation","PRM4"
"534","XVI",627383,627783,401,"*",3.43981087731564,3.41426471930043,3.46491254252296,-0.0506478232225303,0.96096379607771,1,"522","YPR030W",627880,631245,"+","upstream",-297,97,"NearestLocation","CSR2"
"535","XI",589854,590254,401,"*",3.92200545519198,3.89531668421765,3.94820945828414,-0.0528927740664895,0.962021656004129,1,"325","YKR080W",590395,591357,"+","upstream",-341,141,"NearestLocation","MTD1"
"536","X",521635,522035,401,"*",3.83858247723525,3.85456669604893,3.82241917663456,0.0321475194143748,0.963732331392208,1,"288","YJR046W",522048,523862,"+","upstream",-213,13,"NearestLocation","TAH11"
"537","IV",909386,909786,401,"*",3.87034033894867,3.87508556204404,3.86557945664018,0.00950610540386432,0.975862454144922,1,"95","YDR222W",910054,911301,"+","upstream",-468,268,"NearestLocation","YDR222W"
"538","XVI",106743,107143,401,"*",3.63389991992527,3.63883960688677,3.62894326169587,0.0098963451909051,0.97730920858306,1,"501","YPL232W",107275,108147,"+","upstream",-332,132,"NearestLocation","SSO1"
"539","XVI",840158,840558,401,"*",3.51610639805054,3.51119127570151,3.52100483189356,-0.00981355619205404,0.995209735443153,1,"532","YPR156C",837909,839777,"-","upstream",-581,381,"NearestLocation","TPO3"
