PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XII-63	XII	787456	787546	+	1177.2	0.684	promoter-TSS (YLR330W)	protein_coding-promoter-TSS (YLR330W)	-163	YLR330W	YLR330W	YLR330W			CHS5			protein_coding
VII-63	VII	661804	661894	+	1177.2	0.640	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	100	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
XV-57	XV	288433	288523	+	1177.2	0.519	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	58	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
XVI-52	XVI	108374	108464	+	1177.2	0.636	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-233	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
XIII-45	XIII	68110	68200	+	1177.2	0.667	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-139	YML102W	YML102W	YML102W			CAC2			protein_coding
II-40	II	251385	251475	+	1177.2	0.708	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-414	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
IV-70	IV	1055961	1056051	+	1177.2	0.640	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-545	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
IV-90	IV	1233834	1233924	+	1177.2	0.800	promoter-TSS (YDR379C-A)	protein_coding-promoter-TSS (YDR379C-A)	-339	YDR380W	YDR380W	YDR380W			ARO10			protein_coding
XII-65	XII	805245	805335	+	1177.2	0.722	promoter-TSS (YLR337C)	protein_coding-promoter-TSS (YLR337C)	-184	YLR337C	YLR337C	YLR337C			VRP1			protein_coding
XIV-37	XIV	174651	174741	+	1177.2	0.524	promoter-TSS (YNL250W)	protein_coding-promoter-TSS (YNL250W)	-381	YNL251C	YNL251C	YNL251C			NRD1			protein_coding
VI-16	VI	106665	106755	+	1177.2	0.630	promoter-TSS (YFL014W)	protein_coding-promoter-TSS (YFL014W)	253	YFL015C	YFL015C	YFL015C			YFL015C			protein_coding
II-42	II	697636	697726	+	1177.2	0.542	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-379	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
X-44	X	548474	548564	+	1177.2	0.706	promoter-TSS (YJR060W)	protein_coding-promoter-TSS (YJR060W)	-240	YJR060W	YJR060W	YJR060W			CBF1			protein_coding
XIV-39	XIV	652147	652237	+	1177.2	0.706	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-273	YNR014W	YNR014W	YNR014W			YNR014W			protein_coding
X-40	X	598428	598518	+	1177.2	0.619	promoter-TSS (YJR091C)	protein_coding-promoter-TSS (YJR091C)	-137	YJR091C	YJR091C	YJR091C			JSN1			protein_coding
IV-84	IV	551332	551422	+	1177.2	0.565	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-483	YDR047W	YDR047W	YDR047W			HEM12			protein_coding
XV-54	XV	446921	447011	+	1177.2	0.632	promoter-TSS (YOR064C)	protein_coding-promoter-TSS (YOR064C)	-228	YOR064C	YOR064C	YOR064C			YNG1			protein_coding
VIII-22	VIII	388839	388929	+	1177.2	0.650	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	111	tP(UGG)H	tP(UGG)H	tP(UGG)H			SUF8			tRNA
II-48	II	555314	555404	+	1177.2	0.700	Intergenic	Intergenic	-1049	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
XVI-50	XVI	52804	52894	+	1177.2	0.857	promoter-TSS (YPL259C)	protein_coding-promoter-TSS (YPL259C)	-178	YPL259C	YPL259C	YPL259C			APM1			protein_coding
XIII-40	XIII	362958	363048	+	1177.2	0.682	promoter-TSS (YMR045C)	protein_coding-promoter-TSS (YMR045C)	-61	tH(GUG)M	tH(GUG)M	tH(GUG)M			tH(GUG)M			tRNA
XI-45	XI	308198	308288	+	1177.2	0.722	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-26	tV(AAC)K1	tV(AAC)K1	tV(AAC)K1			tV(AAC)K1			tRNA
XI-47	XI	393558	393648	+	1177.2	0.875	promoter-TSS (YKL023C-A)	protein_coding-promoter-TSS (YKL023C-A)	-118	YKL023W	YKL023W	YKL023W			YKL023W			protein_coding
I-11	I	20936	21026	+	1177.2	0.737	promoter-TSS (YAL064W)	protein_coding-promoter-TSS (YAL064W)	-585	YAL064W	YAL064W	YAL064W			YAL064W			protein_coding
IX-25	IX	131925	132015	+	1177.2	0.867	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-274	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
XV-70	XV	444388	444478	+	1177.2	0.588	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-253	YOR063W	YOR063W	YOR063W			RPL3			protein_coding
IV-69	IV	1011396	1011486	+	1177.2	0.680	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	519	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
IV-56	IV	117470	117560	+	1177.2	0.650	promoter-TSS (YDL191W)	protein_coding-promoter-TSS (YDL191W)	-149	YDL191W	YDL191W	YDL191W			RPL35A			protein_coding
XII-58	XII	668997	669087	+	1177.2	0.737	promoter-TSS (YLR261C)	protein_coding-promoter-TSS (YLR261C)	-151	YLR262C	YLR262C	YLR262C			YPT6			protein_coding
XIV-26	XIV	301824	301914	+	1177.2	0.480	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-766	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
II-41	II	624978	625068	+	1177.2	0.560	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-327	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
VII-50	VII	152901	152991	+	1177.2	0.778	promoter-TSS (YGL186C)	protein_coding-promoter-TSS (YGL186C)	-170	YGL186C	YGL186C	YGL186C			TPN1			protein_coding
IX-29	IX	216093	216183	+	1177.2	0.750	promoter-TSS (YIL076W)	protein_coding-promoter-TSS (YIL076W)	-185	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
XVI-45	XVI	775548	775638	+	1177.2	0.609	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	243	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
XIV-25	XIV	209939	210029	+	1177.2	0.750	promoter-TSS (YNL234W)	protein_coding-promoter-TSS (YNL234W)	-5	YNL235C	YNL235C	YNL235C			YNL235C			protein_coding
VIII-32	VIII	512150	512240	+	1177.2	0.632	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-537	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
XII-68	XII	830784	830874	+	1177.2	0.857	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-287	YLR352W	YLR352W	YLR352W			YLR352W			protein_coding
II-44	II	429328	429418	+	1177.2	0.706	promoter-TSS (YBR092C)	protein_coding-promoter-TSS (YBR092C)	-272	YBR092C	YBR092C	YBR092C			PHO3			protein_coding
VII-49	VII	739633	739723	+	1177.2	0.640	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	-266	YGR124W	YGR124W	YGR124W			ASN2			protein_coding
XVI-39	XVI	22633	22723	+	1177.2	0.737	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-260	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
VII-70	VII	412254	412344	+	1177.2	0.600	promoter-TSS (tV(AAC)G1)	tRNA-promoter-TSS (tV(AAC)G1)	68	tV(AAC)G1	tV(AAC)G1	tV(AAC)G1			tV(AAC)G1			tRNA
IV-71	IV	1242667	1242757	+	1177.2	0.621	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-518	YDR385W	YDR385W	YDR385W			EFT2			protein_coding
X-33	X	337795	337885	+	1177.2	0.667	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	163	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
IX-33	IX	332703	332793	+	1177.2	0.875	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	-263	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
XIII-55	XIII	271666	271756	+	1177.2	0.526	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-134	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
XI-43	XI	220134	220224	+	1177.2	0.800	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	-145	YKL117W	YKL117W	YKL117W			SBA1			protein_coding
XVI-55	XVI	855725	855815	+	1177.2	0.800	exon (YPR158C-C, exon 1 of 1)	protein_coding-exon (YPR158C-C, exon 1 of 1)	487	YPR158C-D	YPR158C-D	YPR158C-D			YPR158C-D			protein_coding
XV-73	XV	854165	854255	+	1177.2	0.812	promoter-TSS (tA(UGC)O)	tRNA-promoter-TSS (tA(UGC)O)	49	tA(UGC)O	tA(UGC)O	tA(UGC)O			tA(UGC)O			tRNA
XII-62	XII	628429	628519	+	1177.2	0.706	promoter-TSS (tL(CAA)L)	tRNA-promoter-TSS (tL(CAA)L)	91	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
VII-64	VII	700703	700793	+	1177.2	0.500	promoter-TSS (YGR106C)	protein_coding-promoter-TSS (YGR106C)	73	tL(GAG)G	tL(GAG)G	tL(GAG)G			tL(GAG)G			tRNA
IV-77	IV	104796	104886	+	1177.2	0.706	promoter-TSS (YDL198C)	protein_coding-promoter-TSS (YDL198C)	-290	YDL198C	YDL198C	YDL198C			GGC1			protein_coding
XV-59	XV	443867	443957	+	1177.2	0.682	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-381	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
XI-48	XI	533714	533804	+	1177.2	0.750	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-295	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
MT-29	MT	85605	85685	+	1177.2	0.857	promoter-TSS (Q0297)	protein_coding-promoter-TSS (Q0297)	91	Q0297	Q0297	Q0297			Q0297			protein_coding
X-45	X	646700	646790	+	1177.2	0.464	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-255	YJR119C	YJR119C	YJR119C			JHD2			protein_coding
VII-69	VII	197484	197574	+	1177.2	0.538	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-609	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
IV-68	IV	992969	993059	+	1177.2	0.577	promoter-TSS (YDR261C-C)	protein_coding-promoter-TSS (YDR261C-C)	-120	YDR262W	YDR262W	YDR262W			YDR262W			protein_coding
XII-61	XII	605061	605151	+	1177.2	0.824	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	-319	YLR229C	YLR229C	YLR229C			CDC42			protein_coding
XVI-53	XVI	338786	338876	+	1177.2	0.650	promoter-TSS (YPL112C)	protein_coding-promoter-TSS (YPL112C)	88	tM(CAU)P	tM(CAU)P	tM(CAU)P			IMT2			tRNA
XV-65	XV	683726	683816	+	1177.2	0.842	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-233	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
V-51	V	212169	212259	+	1177.2	0.600	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-338	YER028C	YER028C	YER028C			MIG3			protein_coding
XV-50	XV	93001	93091	+	1177.2	0.550	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-196	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
XV-67	XV	55346	55436	+	1177.2	0.600	promoter-TSS (YOL142W)	protein_coding-promoter-TSS (YOL142W)	-167	YOL142W	YOL142W	YOL142W			RRP40			protein_coding
IX-32	IX	268486	268576	+	1177.2	0.524	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-120	YIL046W	YIL046W	YIL046W			MET30			protein_coding
VII-74	VII	1070066	1070156	+	1177.2	0.857	promoter-TSS (YGR288W)	protein_coding-promoter-TSS (YGR288W)	-182	YGR288W	YGR288W	YGR288W			MAL13			protein_coding
V-57	V	260173	260263	+	1079.1	0.800	promoter-TSS (YER053C)	protein_coding-promoter-TSS (YER053C)	-579	YER053C	YER053C	YER053C			PIC2			protein_coding
XI-39	XI	567288	567378	+	1079.1	0.875	promoter-TSS (YKR066C)	protein_coding-promoter-TSS (YKR066C)	-135	YKR066C	YKR066C	YKR066C			CCP1			protein_coding
XV-75	XV	968142	968232	+	1079.1	0.682	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	287	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
XIII-57	XIII	472943	473033	+	1079.1	0.600	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	276	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
XVI-49	XVI	463964	464054	+	1079.1	0.706	promoter-TSS (YPL048W)	protein_coding-promoter-TSS (YPL048W)	-170	YPL049C	YPL049C	YPL049C			DIG1			protein_coding
III-20	III	82417	82507	+	1079.1	0.824	promoter-TSS (YCL022C)	protein_coding-promoter-TSS (YCL022C)	71	tE(UUC)C	tE(UUC)C	tE(UUC)C			tE(UUC)C			tRNA
IV-88	IV	1172164	1172254	+	1079.1	0.800	promoter-TSS (YDR348C)	protein_coding-promoter-TSS (YDR348C)	-384	YDR348C	YDR348C	YDR348C			PAL1			protein_coding
VII-67	VII	1050335	1050425	+	1079.1	0.423	promoter-TSS (YGR279C)	protein_coding-promoter-TSS (YGR279C)	-422	YGR279C	YGR279C	YGR279C			SCW4			protein_coding
X-43	X	378385	378475	+	1079.1	0.647	promoter-TSS (YJL036W)	protein_coding-promoter-TSS (YJL036W)	70	tV(AAC)J	tV(AAC)J	tV(AAC)J			tV(AAC)J			tRNA
XIII-47	XIII	279944	280034	+	1079.1	0.682	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	29	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
XIII-60	XIII	701257	701347	+	1079.1	0.875	promoter-TSS (YMR216C)	protein_coding-promoter-TSS (YMR216C)	-263	YMR216C	YMR216C	YMR216C			SKY1			protein_coding
V-45	V	174884	174974	+	1079.1	0.636	promoter-TSS (YER011W)	protein_coding-promoter-TSS (YER011W)	-319	YER011W	YER011W	YER011W			TIR1			protein_coding
XVI-56	XVI	901656	901746	+	1079.1	0.545	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-343	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
VII-72	VII	576707	576797	+	1079.1	0.636	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-735	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
IV-76	IV	500	590	+	1079.1	0.611	Intergenic	Intergenic	-1257	YDL248W	YDL248W	YDL248W			COS7			protein_coding
XI-44	XI	278535	278625	+	981.0	0.765	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	299	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
XIII-53	XIII	146251	146341	+	981.0	0.789	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-186	YML063W	YML063W	YML063W			RPS1B			protein_coding
XIII-61	XIII	872735	872825	+	981.0	0.632	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-155	YMR302C	YMR302C	YMR302C			YME2			protein_coding
XI-40	XI	38308	38398	+	981.0	0.667	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-200	YKL211C	YKL211C	YKL211C			TRP3			protein_coding
II-47	II	504590	504680	+	981.0	0.667	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-219	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
IV-89	IV	1195274	1195364	+	981.0	0.650	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-435	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
