PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_homer_narrowPeak.txt genome.fa -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
XV-53	XV	461800	461892	+	1221.9	0.750	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	55	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
XIV-28	XIV	576494	576586	+	1221.9	0.800	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-187	YNL030W	YNL030W	YNL030W			HHF2			protein_coding
XIII-54	XIII	306781	306873	+	1221.9	0.710	promoter-TSS (YMR017W)	protein_coding-promoter-TSS (YMR017W)	-662	YMR017W	YMR017W	YMR017W			SPO20			protein_coding
XV-70	XV	586521	586613	+	1221.9	0.727	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	-243	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
XIII-34	XIII	433801	433893	+	1221.9	0.567	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-941	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
XII-49	XII	950683	950775	+	1221.9	0.682	promoter-TSS (YLR412C-A)	protein_coding-promoter-TSS (YLR412C-A)	-256	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
X-13	X	160296	160388	+	1221.9	0.719	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-277	YJL133W	YJL133W	YJL133W			MRS3			protein_coding
XIII-41	XIII	101399	101491	+	1140.4	0.737	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-395	YML083C	YML083C	YML083C			YML083C			protein_coding
XII-63	XII	783799	783891	+	1140.4	0.548	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-458	YLR327C	YLR327C	YLR327C			TMA10			protein_coding
IV-87	IV	178	270	+	1140.4	0.824	Intergenic	Intergenic	-1578	YDL248W	YDL248W	YDL248W			COS7			protein_coding
XII-65	XII	897976	898068	+	1140.4	0.652	promoter-TSS (YLR387C)	protein_coding-promoter-TSS (YLR387C)	-350	YLR387C	YLR387C	YLR387C			REH1			protein_coding
IV-76	IV	721807	721899	+	1140.4	0.586	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-372	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
XVI-66	XVI	55982	56074	+	1140.4	0.625	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	246	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
XII-50	XII	99136	99228	+	1140.4	0.750	promoter-TSS (YLL023C)	protein_coding-promoter-TSS (YLL023C)	-346	YLL023C	YLL023C	YLL023C			POM33			protein_coding
XIII-51	XIII	220977	221069	+	1140.4	0.615	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-383	YML027W	YML027W	YML027W			YOX1			protein_coding
IV-96	IV	1005393	1005485	+	1140.4	0.800	promoter-TSS (YDR270W)	protein_coding-promoter-TSS (YDR270W)	-236	YDR270W	YDR270W	YDR270W			CCC2			protein_coding
IV-89	IV	134856	134948	+	1140.4	0.750	promoter-TSS (YDL180W)	protein_coding-promoter-TSS (YDL180W)	-277	YDL181W	YDL181W	YDL181W			INH1			protein_coding
II-57	II	680476	680568	+	1140.4	0.625	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	160	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
XII-61	XII	554263	554355	+	1140.4	0.778	promoter-TSS (YLR205C)	protein_coding-promoter-TSS (YLR205C)	-269	YLR206W	YLR206W	YLR206W			ENT2			protein_coding
XVI-70	XVI	582106	582198	+	1140.4	0.833	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	90	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
XV-82	XV	430006	430098	+	1140.4	0.762	promoter-TSS (YOR054C)	protein_coding-promoter-TSS (YOR054C)	-195	YOR054C	YOR054C	YOR054C			VHS3			protein_coding
XII-62	XII	737899	737991	+	1140.4	0.789	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-397	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
XIV-27	XIV	518876	518968	+	1140.4	0.704	promoter-TSS (YNL054W-A)	protein_coding-promoter-TSS (YNL054W-A)	-77	YNL055C	YNL055C	YNL055C			POR1			protein_coding
XII-66	XII	932007	932099	+	1140.4	0.577	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	-298	YLR406C	YLR406C	YLR406C			RPL31B			protein_coding
XIII-60	XIII	798016	798108	+	1140.4	0.515	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-137	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
VIII-29	VIII	190253	190345	+	1140.4	0.708	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-244	YHR042W	YHR042W	YHR042W			NCP1			protein_coding
XVI-64	XVI	526820	526912	+	1140.4	0.680	promoter-TSS (YPL014W)	protein_coding-promoter-TSS (YPL014W)	17	YPL015C	YPL015C	YPL015C			HST2			protein_coding
XI-41	XI	514558	514650	+	1140.4	0.583	promoter-TSS (YKR039W)	protein_coding-promoter-TSS (YKR039W)	-459	YKR039W	YKR039W	YKR039W			GAP1			protein_coding
VIII-23	VIII	272457	272549	+	1140.4	0.864	promoter-TSS (YHR082C)	protein_coding-promoter-TSS (YHR082C)	-124	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
II-55	II	554814	554906	+	1140.4	0.667	promoter-TSS (YBR157C)	protein_coding-promoter-TSS (YBR157C)	-550	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
II-44	II	341728	341820	+	1140.4	0.692	Intergenic	Intergenic	-1023	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
VII-59	VII	987160	987252	+	1140.4	0.519	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-843	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
XIII-61	XIII	861262	861354	+	1140.4	0.630	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-417	YMR296C	YMR296C	YMR296C			LCB1			protein_coding
X-22	X	360671	360763	+	1140.4	0.600	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-532	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
V-53	V	424497	424589	+	1140.4	0.875	promoter-TSS (snR4)	snoRNA-promoter-TSS (snR4)	-155	snR4	snR4	snR4			snR4			snoRNA
XVI-61	XVI	264774	264866	+	1140.4	0.882	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	-208	YPL152W	YPL152W	YPL152W			RRD2			protein_coding
VIII-15	VIII	123727	123819	+	1140.4	0.714	promoter-TSS (YHR008C)	protein_coding-promoter-TSS (YHR008C)	-183	YHR008C	YHR008C	YHR008C			SOD2			protein_coding
XV-59	XV	779800	779892	+	1140.4	0.607	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-24	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
II-50	II	604228	604320	+	1140.4	0.565	promoter-TSS (YBR188C)	protein_coding-promoter-TSS (YBR188C)	-167	YBR188C	YBR188C	YBR188C			NTC20			protein_coding
VII-73	VII	904902	904994	+	1140.4	0.538	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	-200	YGR202C	YGR202C	YGR202C			PCT1			protein_coding
IV-102	IV	1385861	1385953	+	1140.4	0.737	promoter-TSS (YDR461C-A)	protein_coding-promoter-TSS (YDR461C-A)	-141	YDR461C-A	YDR461C-A	YDR461C-A			YDR461C-A			protein_coding
XV-85	XV	662211	662303	+	1140.4	0.875	promoter-TSS (YOR175C)	protein_coding-promoter-TSS (YOR175C)	-144	YOR176W	YOR176W	YOR176W			HEM15			protein_coding
XIII-52	XIII	283059	283151	+	1140.4	0.500	promoter-TSS (YMR008C)	protein_coding-promoter-TSS (YMR008C)	-521	YMR008C	YMR008C	YMR008C			PLB1			protein_coding
II-47	II	452317	452409	+	1140.4	0.591	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-295	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
XIV-36	XIV	57773	57865	+	1140.4	0.875	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-246	YNL307C	YNL307C	YNL307C			MCK1			protein_coding
VII-74	VII	921980	922072	+	1140.4	0.875	promoter-TSS (YGR215W)	protein_coding-promoter-TSS (YGR215W)	-149	YGR215W	YGR215W	YGR215W			RSM27			protein_coding
V-51	V	292695	292787	+	1140.4	0.577	promoter-TSS (YER066C-A)	protein_coding-promoter-TSS (YER066C-A)	-178	YER067C-A	YER067C-A	YER067C-A			YER067C-A			protein_coding
XVI-57	XVI	115011	115103	+	1140.4	0.640	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-255	YPL230W	YPL230W	YPL230W			USV1			protein_coding
XIV-40	XIV	478226	478318	+	1140.4	0.882	promoter-TSS (YNL080C)	protein_coding-promoter-TSS (YNL080C)	-240	YNL080C	YNL080C	YNL080C			EOS1			protein_coding
VIII-35	VIII	217926	218018	+	1140.4	0.833	promoter-TSS (YHR056C)	protein_coding-promoter-TSS (YHR056C)	-138	YHR056C	YHR056C	YHR056C			RSC30			protein_coding
XV-51	XV	371472	371564	+	1140.4	0.700	promoter-TSS (YOR020C)	protein_coding-promoter-TSS (YOR020C)	-167	YOR020W-A	YOR020W-A	YOR020W-A			YOR020W-A			protein_coding
XV-68	XV	385064	385156	+	1140.4	0.542	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	510	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
VII-71	VII	807892	807984	+	1140.4	0.833	promoter-TSS (YGR159C)	protein_coding-promoter-TSS (YGR159C)	-282	YGR159C	YGR159C	YGR159C			NSR1			protein_coding
XV-57	XV	742280	742372	+	1140.4	0.630	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-584	YOR212W	YOR212W	YOR212W			STE4			protein_coding
X-34	X	578689	578781	+	1140.4	0.824	promoter-TSS (YJR077C)	protein_coding-promoter-TSS (YJR077C)	-125	YJR078W	YJR078W	YJR078W			BNA2			protein_coding
IV-98	IV	1013858	1013950	+	1140.4	0.625	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-261	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
IV-93	IV	363694	363786	+	1140.4	0.889	promoter-TSS (YDL051W)	protein_coding-promoter-TSS (YDL051W)	-157	YDL052C	YDL052C	YDL052C			SLC1			protein_coding
II-52	II	202429	202521	+	1140.4	0.750	promoter-TSS (YBL014C)	protein_coding-promoter-TSS (YBL014C)	419	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
V-43	V	311677	311769	+	1140.4	0.577	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	372	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
VII-48	VII	581784	581876	+	1140.4	0.630	promoter-TSS (YGR043C)	protein_coding-promoter-TSS (YGR043C)	-394	YGR043C	YGR043C	YGR043C			NQM1			protein_coding
VII-55	VII	472579	472671	+	1140.4	0.556	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-230	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
XI-34	XI	109061	109153	+	1140.4	0.682	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-162	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
VIII-34	VIII	122557	122649	+	1140.4	0.714	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	162	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
XIII-48	XIII	16815	16907	+	1140.4	0.739	promoter-TSS (YML127W)	protein_coding-promoter-TSS (YML127W)	-185	YML128C	YML128C	YML128C			MSC1			protein_coding
XIV-35	XIV	34285	34377	+	1140.4	0.706	promoter-TSS (YNL321W)	protein_coding-promoter-TSS (YNL321W)	-96	YNL322C	YNL322C	YNL322C			KRE1			protein_coding
II-39	II	702275	702367	+	1140.4	0.750	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-479	YBR240C	YBR240C	YBR240C			THI2			protein_coding
XII-57	XII	805212	805304	+	1140.4	0.895	promoter-TSS (YLR337C)	protein_coding-promoter-TSS (YLR337C)	-152	YLR337C	YLR337C	YLR337C			VRP1			protein_coding
VII-60	VII	20526	20618	+	1140.4	0.800	promoter-TSS (YGL255W)	protein_coding-promoter-TSS (YGL255W)	-406	YGL255W	YGL255W	YGL255W			ZRT1			protein_coding
VII-49	VII	654111	654203	+	1140.4	0.667	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-477	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
XIII-66	XIII	478821	478913	+	1140.4	0.882	TTS (YMR105W-A)	protein_coding-TTS (YMR105W-A)	803	YMR105W-A	YMR105W-A	YMR105W-A			YMR105W-A			protein_coding
VII-65	VII	525652	525744	+	1140.4	0.682	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	469	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
XIV-30	XIV	217559	217651	+	1140.4	0.655	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-563	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
IX-24	IX	415755	415847	+	1140.4	0.625	promoter-TSS (YIR032C)	protein_coding-promoter-TSS (YIR032C)	-184	YIR032C	YIR032C	YIR032C			DAL3			protein_coding
VII-64	VII	483884	483976	+	1140.4	0.583	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	670	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
III-9	III	123450	123542	+	1140.4	0.613	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	152	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
XIII-56	XIII	601126	601218	+	1140.4	0.593	promoter-TSS (YMR169C)	protein_coding-promoter-TSS (YMR169C)	-300	YMR169C	YMR169C	YMR169C			ALD3			protein_coding
XIII-39	XIII	557120	557212	+	1140.4	0.486	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-691	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
IV-100	IV	1233860	1233952	+	1140.4	0.750	promoter-TSS (YDR379C-A)	protein_coding-promoter-TSS (YDR379C-A)	-312	YDR380W	YDR380W	YDR380W			ARO10			protein_coding
XII-58	XII	1064528	1064620	+	1140.4	0.773	Intergenic	Intergenic	-1382	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
XI-33	XI	80644	80736	+	1140.4	0.833	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-153	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
IV-72	IV	330561	330653	+	1140.4	0.750	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-160	YDL072C	YDL072C	YDL072C			YET3			protein_coding
IV-83	IV	1172086	1172178	+	1140.4	0.857	promoter-TSS (YDR348C)	protein_coding-promoter-TSS (YDR348C)	-307	YDR348C	YDR348C	YDR348C			PAL1			protein_coding
III-11	III	389	481	+	1140.4	0.538	promoter-TSS (YCL076W)	protein_coding-promoter-TSS (YCL076W)	-957	YCL076W	YCL076W	YCL076W			YCL076W			protein_coding
IX-20	IX	316530	316622	+	1140.4	0.654	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-192	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
IV-94	IV	794341	794433	+	1140.4	0.619	promoter-TSS (YDR169C)	protein_coding-promoter-TSS (YDR169C)	336	YDR169C-A	YDR169C-A	YDR169C-A			YDR169C-A			protein_coding
XIV-41	XIV	576265	576357	+	1140.4	0.586	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-261	YNL031C	YNL031C	YNL031C			HHT2			protein_coding
XIII-47	XIII	14783	14875	+	1140.4	0.682	promoter-TSS (YML129C)	protein_coding-promoter-TSS (YML129C)	-76	YML129C	YML129C	YML129C			COX14			protein_coding
XV-65	XV	94638	94730	+	1140.4	0.667	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-282	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
VI-15	VI	74959	75051	+	1140.4	0.667	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	133	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
VII-68	VII	699883	699975	+	1140.4	0.737	promoter-TSS (YGR106C)	protein_coding-promoter-TSS (YGR106C)	-143	YGR106C	YGR106C	YGR106C			VOA1			protein_coding
X-29	X	360990	361082	+	1140.4	0.654	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-213	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
XVI-37	XVI	22635	22727	+	1140.4	0.720	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-257	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
XI-36	XI	385302	385394	+	1140.4	0.600	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-410	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
XV-74	XV	968262	968354	+	1140.4	0.615	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	166	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
IV-99	IV	1031808	1031900	+	1140.4	0.750	promoter-TSS (YDR284C)	protein_coding-promoter-TSS (YDR284C)	-435	YDR284C	YDR284C	YDR284C			DPP1			protein_coding
XVI-48	XVI	271086	271178	+	1140.4	0.737	promoter-TSS (YPL149W)	protein_coding-promoter-TSS (YPL149W)	-178	YPL149W	YPL149W	YPL149W			ATG5			protein_coding
V-33	V	106960	107052	+	1140.4	0.625	promoter-TSS (YEL024W)	protein_coding-promoter-TSS (YEL024W)	-254	YEL024W	YEL024W	YEL024W			RIP1			protein_coding
XV-72	XV	825565	825657	+	1140.4	0.714	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	321	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
X-27	X	115700	115792	+	1140.4	0.750	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-117	YJL162C	YJL162C	YJL162C			JJJ2			protein_coding
II-56	II	651134	651226	+	1140.4	0.667	promoter-TSS (YBR214W)	protein_coding-promoter-TSS (YBR214W)	-235	YBR214W	YBR214W	YBR214W			SDS24			protein_coding
V-47	V	6214	6306	+	1140.4	0.682	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	134	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
IV-75	IV	652484	652576	+	1140.4	0.750	Intergenic	Intergenic	-1077	YDR099W	YDR099W	YDR099W			BMH2			protein_coding
XVI-56	XVI	40665	40757	+	1140.4	0.750	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-332	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
IX-17	IX	130014	130106	+	1140.4	0.556	promoter-TSS (YIL122W)	protein_coding-promoter-TSS (YIL122W)	-550	YIL122W	YIL122W	YIL122W			POG1			protein_coding
XVI-73	XVI	921253	921345	+	1140.4	0.667	promoter-TSS (YPR192W)	protein_coding-promoter-TSS (YPR192W)	-561	YPR192W	YPR192W	YPR192W			AQY1			protein_coding
IX-21	IX	131919	132011	+	1140.4	0.882	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-279	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
II-48	II	504487	504579	+	1140.4	0.769	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-246	YBR133C	YBR133C	YBR133C			HSL7			protein_coding
IV-64	IV	621741	621833	+	1140.4	0.714	promoter-TSS (YDR089W)	protein_coding-promoter-TSS (YDR089W)	-325	YDR089W	YDR089W	YDR089W			YDR089W			protein_coding
II-43	II	267444	267536	+	1140.4	0.789	promoter-TSS (YBR014C)	protein_coding-promoter-TSS (YBR014C)	-154	YBR014C	YBR014C	YBR014C			GRX7			protein_coding
XV-61	XV	877796	877888	+	1140.4	0.615	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-157	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
XII-48	XII	924752	924844	+	1140.4	0.600	promoter-TSS (YLR401C)	protein_coding-promoter-TSS (YLR401C)	-91	YLR402W	YLR402W	YLR402W			YLR402W			protein_coding
XII-55	XII	723486	723578	+	1140.4	0.850	promoter-TSS (YLR297W)	protein_coding-promoter-TSS (YLR297W)	-512	YLR297W	YLR297W	YLR297W			YLR297W			protein_coding
XII-53	XII	390683	390775	+	1140.4	0.652	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-459	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
XV-69	XV	449011	449103	+	1140.4	0.739	promoter-TSS (YOR066W)	protein_coding-promoter-TSS (YOR066W)	-379	YOR066W	YOR066W	YOR066W			MSA1			protein_coding
XIII-65	XIII	306078	306170	+	1140.4	0.633	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-531	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
XII-60	XII	388676	388768	+	1140.4	0.696	promoter-TSS (YLR120C)	protein_coding-promoter-TSS (YLR120C)	50	YLR120W-A	YLR120W-A	YLR120W-A			YLR120W-A			protein_coding
VII-57	VII	555605	555697	+	1140.4	0.810	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-161	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
XI-37	XI	340607	340699	+	1059.0	0.536	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-107	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
IV-81	IV	1050343	1050435	+	1059.0	0.789	promoter-TSS (YDR293C)	protein_coding-promoter-TSS (YDR293C)	-997	YDR293C	YDR293C	YDR293C			SSD1			protein_coding
V-42	V	295227	295319	+	1059.0	0.621	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-137	YER069W	YER069W	YER069W			ARG5,6			protein_coding
XI-31	XI	216823	216915	+	1059.0	0.536	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-475	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
XV-84	XV	631866	631958	+	1059.0	0.652	promoter-TSS (YOR157C)	protein_coding-promoter-TSS (YOR157C)	-161	YOR157C	YOR157C	YOR157C			PUP1			protein_coding
X-28	X	337773	337865	+	1059.0	0.500	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	184	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
XV-78	XV	274415	274507	+	1059.0	0.824	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-108	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
XI-39	XI	393484	393576	+	1059.0	0.727	promoter-TSS (YKL023C-A)	protein_coding-promoter-TSS (YKL023C-A)	-157	YKL023C-A	YKL023C-A	YKL023C-A			YKL023C-A			protein_coding
XVI-65	XVI	689612	689704	+	1059.0	0.462	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	93	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
VII-58	VII	625292	625384	+	1059.0	0.696	promoter-TSS (YGR067C)	protein_coding-promoter-TSS (YGR067C)	-552	YGR067C	YGR067C	YGR067C			YGR067C			protein_coding
XIV-39	XIV	476729	476821	+	1059.0	0.737	promoter-TSS (YNL081C)	protein_coding-promoter-TSS (YNL081C)	-156	YNL081C	YNL081C	YNL081C			SWS2			protein_coding
VIII-26	VIII	488403	488495	+	1059.0	0.750	promoter-TSS (YHR193C)	protein_coding-promoter-TSS (YHR193C)	-208	YHR194W	YHR194W	YHR194W			MDM31			protein_coding
X-32	X	545563	545655	+	1059.0	0.500	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-178	YJR059W	YJR059W	YJR059W			PTK2			protein_coding
XVI-62	XVI	404329	404421	+	1059.0	0.708	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-292	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
XV-80	XV	316238	316330	+	1059.0	0.750	promoter-TSS (YOL004W)	protein_coding-promoter-TSS (YOL004W)	-109	YOL005C	YOL005C	YOL005C			RPB11			protein_coding
II-49	II	602308	602400	+	1059.0	0.519	promoter-TSS (YBR187W)	protein_coding-promoter-TSS (YBR187W)	-280	YBR187W	YBR187W	YBR187W			GDT1			protein_coding
IV-101	IV	1365882	1365974	+	1059.0	0.684	promoter-TSS (YDR453C)	protein_coding-promoter-TSS (YDR453C)	-266	YDR453C	YDR453C	YDR453C			TSA2			protein_coding
X-33	X	555734	555826	+	1059.0	0.706	promoter-TSS (YJR062C)	protein_coding-promoter-TSS (YJR062C)	-134	YJR064W	YJR064W	YJR064W			CCT5			protein_coding
V-52	V	318586	318678	+	1059.0	0.700	promoter-TSS (YER078C)	protein_coding-promoter-TSS (YER078C)	-14	YER078W-A	YER078W-A	YER078W-A			YER078W-A			protein_coding
VII-72	VII	894454	894546	+	1059.0	0.650	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-193	YGR198W	YGR198W	YGR198W			YPP1			protein_coding
XV-81	XV	384866	384958	+	1059.0	0.483	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	312	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
XIII-58	XIII	659320	659412	+	1059.0	0.684	promoter-TSS (YMR197C)	protein_coding-promoter-TSS (YMR197C)	-168	YMR197C	YMR197C	YMR197C			VTI1			protein_coding
VII-76	VII	1084156	1084248	+	1059.0	0.571	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-662	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
XV-55	XV	578093	578185	+	1059.0	0.593	promoter-TSS (YOR134W)	protein_coding-promoter-TSS (YOR134W)	-425	YOR134W	YOR134W	YOR134W			BAG7			protein_coding
II-54	II	544548	544640	+	1059.0	0.700	promoter-TSS (YBR150C)	protein_coding-promoter-TSS (YBR150C)	-101	YBR150C	YBR150C	YBR150C			TBS1			protein_coding
IV-82	IV	1080507	1080599	+	1059.0	0.640	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-354	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
VII-54	VII	197092	197184	+	1059.0	0.680	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-735	YGL163C	YGL163C	YGL163C			RAD54			protein_coding
VI-14	VI	56065	56157	+	1059.0	0.737	promoter-TSS (YFL037W)	protein_coding-promoter-TSS (YFL037W)	-125	YFL038C	YFL038C	YFL038C			YPT1			protein_coding
XIII-69	XIII	560697	560789	+	1059.0	0.700	promoter-TSS (YMR149W)	protein_coding-promoter-TSS (YMR149W)	-253	YMR149W	YMR149W	YMR149W			SWP1			protein_coding
XIII-63	XIII	5492	5584	+	1059.0	0.765	promoter-TSS (YML133C)	protein_coding-promoter-TSS (YML133C)	-854	YML133C	YML133C	YML133C			YML133C			protein_coding
